"","TOTAL_READS","PF_READS_ALIGNED","PF_HQ_ALIGNED_READS","PCT_CHIMERAS","CODING_BASES","MEDIAN_CV_COVERAGE","MEDIAN_5PRIME_BIAS","MEDIAN_3PRIME_BIAS","MEDIAN_5PRIME_TO_3PRIME_BIAS","AT_Dropout","GC_Dropout","Read_Pair_Duplicates","Read_Pair_Optical_Duplicates"
"PITT_RNA_BP_PFC_1603",66521969,66521969,63928608,0.01512,963174433,0.368623,0.694868,0.9391,0.71017,19.151835,1.592714,6318120,4744664
"PITT_RNA_BP_PFC_1605",66903059,66903059,63169051,0.012957,1312499129,0.395356,0.722299,0.823404,0.859462,21.441044,1.013978,5629876,4035910
"PITT_RNA_BP_PFC_1632",67697501,67697501,64981602,0.016459,849583476,0.39421,0.754218,0.865785,0.851679,16.994814,2.31666,7428551,5460344
"PITT_RNA_BP_PFC_1637",88363952,88363952,84527595,0.015425,1435612461,0.38738,0.741894,0.887975,0.797326,21.810251,1.217985,8775166,6685409
"PITT_RNA_BP_PFC_1694",46612777,46612777,45321183,0.015592,829103759,0.382656,0.696196,0.905024,0.731289,13.500724,0.840462,2913717,1918804
"PITT_RNA_BP_PFC_1695",91824996,91824996,86494771,0.013591,1400352360,0.412627,0.667867,0.88747,0.750566,14.518249,2.393476,8113191,5704985
"PITT_RNA_BP_PFC_1770",87970399,87970399,75776088,0.010317,1860438374,0.43742,0.891203,0.772886,1.133531,46.244043,2.057457,16498010,14662072
"PITT_RNA_BP_PFC_1783",73838269,73838269,69065420,0.011536,1498351356,0.397136,0.808312,0.879842,0.889908,30.239424,1.107611,8863582,7123884
"PITT_RNA_BP_PFC_1789",79305677,79305677,75887791,0.016421,935322872,0.383301,0.725508,0.938563,0.742565,20.242918,2.601439,9964197,7551218
"PITT_RNA_BP_PFC_686",76927659,76927659,73955854,0.017335,995190687,0.409046,0.5947,0.867611,0.673593,11.093817,2.385267,5149065,3752331
"PITT_RNA_BP_PFC_697",81680099,81680099,79366035,0.018841,848545209,0.386956,0.629923,0.835248,0.751328,5.900981,1.524637,3197037,1399975
"PITT_RNA_BP_PFC_716",71971766,71971766,69963218,0.016751,822456713,0.37405,0.56753,0.93061,0.616818,11.665958,1.449273,4675123,3542175
"PITT_RNA_BP_PFC_789",64191363,64191363,62219241,0.01162,1496532002,0.458698,0.472365,0.799808,0.626155,7.05894,2.083265,4347561,1955350
"PITT_RNA_BP_PFC_795",74378200,74378200,72509236,0.017863,738596111,0.408224,0.512597,0.895971,0.596169,4.847131,3.755462,3370157,1776829
"PITT_RNA_BP_PFC_838",62774923,62774923,60948416,0.021299,494763842,0.380965,0.648171,0.878398,0.724123,8.121132,1.383299,3650877,1659431
"PITT_RNA_BP_PFC_840",86343818,86343818,82921342,0.014362,1498869722,0.380707,0.781386,0.874519,0.880936,25.67222,0.890286,9970135,7962140
"PITT_RNA_BP_PFC_841",58741157,58741157,57030719,0.020198,608438593,0.368878,0.676233,0.944178,0.728545,11.784445,1.950154,4046739,2982995
"PITT_RNA_BP_PFC_849",83964204,83964204,81817488,0.018196,992436616,0.380316,0.65578,0.870318,0.7515,7.103152,1.188952,4000093,2089948
"PITT_RNA_BP_PFC_886",76386471,76386471,73214511,0.016054,992348651,0.407677,0.615481,0.936216,0.6428,16.411285,2.933677,8001363,6004863
"PITT_RNA_BP_PFC_945",89993118,89993118,86768411,0.016586,1091904187,0.421196,0.696867,0.860105,0.803505,14.706969,0.752932,5656917,4200698
"PITT_RNA_BP_PFC_957",67407110,67407110,65336373,0.017447,868771695,0.362997,0.667954,0.878896,0.734381,15.55972,0.499716,4302573,2613642
"PITT_RNA_BP_PFC_982",56284334,56284334,54722147,0.018641,539771170,0.388425,0.597266,0.959172,0.615882,8.700972,2.994518,4507251,2967992
"PITT_RNA_BP_PFC_984",79101705,79101705,77107418,0.016149,882809982,0.388512,0.586218,0.868212,0.679087,8.077929,0.828577,4016834,2774508
"PITT_RNA_PFC_10003",69675740,69675740,67320828,0.015236,776233718,0.459984,0.680123,0.825601,0.803486,16.04276,2.075634,12345511,7029369
"PITT_RNA_PFC_10005",80482365,80482365,76545091,0.01262,2140077353,0.421223,0.823921,0.819507,0.977581,24.240061,0.199787,6073096,4151808
"PITT_RNA_PFC_10020",74626665,74626665,73099602,0.015193,549561835,0.538976,0.302723,1.204113,0.248588,3.548052,3.396881,10917672,3919529
"PITT_RNA_PFC_10023",75906563,75906563,73569178,0.017701,1169085807,0.385556,0.62873,0.842084,0.756978,13.197335,0.236614,3011273,1998455
"PITT_RNA_PFC_10024",52140224,52140224,50779470,0.017959,435290441,0.402227,0.481658,0.966843,0.528455,5.402678,1.664501,1843383,1072984
"PITT_RNA_PFC_10025",80493246,80493246,78707547,0.015134,963490935,0.470308,0.432887,1.122491,0.379025,5.044295,1.483291,3907206,1928075
"PITT_RNA_PFC_10026",54101597,54101597,52731950,0.013394,905156332,0.432974,0.515344,0.787988,0.652299,4.034236,2.667098,3079530,1143975
"PITT_RNA_PFC_1026",87966854,87966854,86268011,0.013786,686057030,0.48518,0.354624,1.127063,0.332395,3.804322,3.573447,15080082,5338412
"PITT_RNA_PFC_1047",72306658,72306658,70137581,0.014946,901226834,0.368124,0.624431,0.897494,0.670304,19.573553,2.257564,9520555,7010057
"PITT_RNA_PFC_1086",100187284,100187284,98312189,0.01396,1472052660,0.443507,0.482705,1.0775,0.434099,4.286061,2.560657,9285021,3242872
"PITT_RNA_PFC_1088",73423539,73423539,71387807,0.015857,629051678,0.445783,0.576839,0.836079,0.706725,7.550626,2.630274,6007261,3535234
"PITT_RNA_PFC_1092",68167888,68167888,66585966,0.016725,891819787,0.405536,0.554862,0.809391,0.689191,7.843527,1.084997,6129605,2431782
"PITT_RNA_PFC_1099",77628494,77628494,75130927,0.016253,1643434369,0.367577,0.744672,0.873062,0.826401,19.024843,0.41462,5509023,3580776
"PITT_RNA_PFC_1105",120645748,120645748,105445604,0.012164,2962588309,0.418568,0.725144,0.784343,0.917283,37.603479,1.969153,17256099,13965060
"PITT_RNA_PFC_1122",80786646,80786646,73430103,0.017515,1501644703,0.402139,0.793023,0.864606,0.907991,37.835265,1.328725,12626718,11195295
"PITT_RNA_PFC_1173",75019092,75019092,72817592,0.01774,831627577,0.47077,0.534796,0.791932,0.699814,3.846752,2.788779,3625500,1338771
"PITT_RNA_PFC_1178",58693750,58693750,57475233,0.018705,712696418,0.459509,0.391574,0.786661,0.481342,3.827793,2.573593,11694597,4561368
"PITT_RNA_PFC_1188",93652967,93652967,91929564,0.014825,1245803959,0.440141,0.499735,1.025264,0.483742,4.39949,2.204344,7564759,2705272
"PITT_RNA_PFC_1189",131415934,131415934,127832994,0.012894,2940300906,0.426872,0.547804,0.796195,0.71515,8.115583,0.87946,8022426,3421943
"PITT_RNA_PFC_1191",76200958,76200958,73364130,0.013732,1115970836,0.399044,0.65887,0.848665,0.795401,15.99442,0.497427,3845822,2709106
"PITT_RNA_PFC_1201",86557952,86557952,84821827,0.018436,763727867,0.468891,0.402824,1.070439,0.373129,3.262157,1.972679,3205882,1147167
"PITT_RNA_PFC_1209",68479759,68479759,66561523,0.015423,769547564,0.379643,0.621289,0.901681,0.662885,19.836962,2.375094,8899165,6695481
"PITT_RNA_PFC_1211",73454593,73454593,71411290,0.017241,981257700,0.397148,0.678968,0.86102,0.777749,9.68742,1.566378,5473996,3081958
"PITT_RNA_PFC_1222",66624710,66624710,65010528,0.016896,675072407,0.623122,0.405187,0.722506,0.539503,3.527903,4.658445,6119955,2017082
"PITT_RNA_PFC_1230",87402170,87402170,84538374,0.015094,717780666,0.517184,0.443589,0.801143,0.553807,5.095328,3.922176,5649168,2412335
"PITT_RNA_PFC_1240",87882240,87882240,85374174,0.017018,898739411,0.386267,0.597732,0.899445,0.674752,7.885711,1.556212,4042795,2896068
"PITT_RNA_PFC_1247",77088573,77088573,75064040,0.016178,862035401,0.377291,0.571427,0.934713,0.640618,9.236738,1.92855,4526979,3413575
"PITT_RNA_PFC_1256",78701640,78701640,74355262,0.014287,1966429337,0.42819,0.768476,0.804024,0.935615,24.642629,0.178754,5992065,4219696
"PITT_RNA_PFC_1263",54260268,54260268,52561459,0.013772,842065007,0.392889,0.639102,0.840918,0.763293,12.733504,0.713317,2643395,1709474
"PITT_RNA_PFC_1268",94362789,94362789,89966295,0.016589,1081203314,0.511347,0.570444,0.747121,0.74667,11.679081,1.963678,7869770,4054245
"PITT_RNA_PFC_1270",58782085,58782085,57221170,0.017724,675363663,0.498898,0.742335,0.75062,0.990122,8.017891,1.030574,6469797,2421952
"PITT_RNA_PFC_1282",68261157,68261157,64787161,0.011969,1658030833,0.481453,0.474169,0.780018,0.628982,11.271321,2.072538,4704479,2500528
"PITT_RNA_PFC_1284",62104296,62104296,60856155,0.014066,1185970741,0.420634,0.583085,1.024974,0.56432,6.86844,1.258945,5176006,2020474
"PITT_RNA_PFC_1307",49402713,49402713,47631087,0.015013,718870298,0.359879,0.699761,0.92274,0.748649,15.004803,1.586567,3542585,2390312
"PITT_RNA_PFC_1314",78380335,78380335,74995150,0.021764,757400938,0.44915,0.62385,0.777869,0.80336,9.948925,0.936041,6837734,3002199
"PITT_RNA_PFC_1324",65773515,65773515,64421859,0.014135,1177364981,0.427746,0.570335,0.99457,0.555734,6.527496,1.294334,6473647,2502793
"PITT_RNA_PFC_1326",110963328,110963328,107792656,0.026402,198060806,0.535134,0.584282,0.852155,0.658151,4.370691,2.21605,8131667,3175532
"PITT_RNA_PFC_1336",69556914,69556914,67611992,0.022469,528433684,0.375158,0.650903,0.887514,0.731711,7.67501,0.837923,2189360,1090924
"PITT_RNA_PFC_1341",80402175,80402175,78040975,0.017936,832912989,0.44998,0.654962,0.79683,0.850793,9.025335,1.182849,4604905,2925030
"PITT_RNA_PFC_1350",82540086,82540086,80757472,0.015732,1155946160,0.370412,0.684249,0.908025,0.749281,8.707469,0.584565,3758607,1987508
"PITT_RNA_PFC_1361",71856678,71856678,66323957,0.019905,1491858438,0.40521,0.821694,0.851215,0.985715,34.289455,0.441086,8768654,7584448
"PITT_RNA_PFC_1367",58730914,58730914,56860513,0.015667,1045893178,0.478986,0.577397,0.750672,0.795329,8.09349,1.162489,3596550,1413858
"PITT_RNA_PFC_1374",65125298,65125298,63521087,0.015231,942403530,0.414867,0.521165,0.821161,0.59191,4.032136,2.366805,3493790,1330833
"PITT_RNA_PFC_1386",67496184,67496184,64325114,0.013341,1377268496,0.398078,0.733858,0.81709,0.892036,22.805887,0.321947,5106761,3458374
"PITT_RNA_PFC_1391",122972912,122972912,118529629,0.013002,2950140290,0.430765,0.551915,0.79594,0.715755,12.475097,0.619873,8085323,3717652
"PITT_RNA_PFC_1420",61807751,61807751,59699176,0.013668,1065939017,0.38865,0.714511,0.830951,0.853032,15.240318,0.401325,3818367,2425210
"PITT_RNA_PFC_1433",81033237,81033237,73432855,0.012559,1946309882,0.421589,0.709084,0.793172,0.879244,31.564729,0.498001,8325645,6705972
"PITT_RNA_PFC_1453",55624811,55624811,54042749,0.023868,335524210,0.49719,0.439972,0.82067,0.54278,3.647949,3.694851,3152261,1170068
"PITT_RNA_PFC_1454",94836156,94836156,92811162,0.013399,1189852929,0.450555,0.482338,1.019966,0.468796,4.857776,1.614787,5854426,2181302
"PITT_RNA_PFC_1455",105167184,105167184,98251974,0.016737,2646149304,0.463688,0.599308,0.765542,0.78182,20.574983,0.229831,7356316,4576272
"PITT_RNA_PFC_1466",85946144,85946144,82615472,0.014656,1622574230,0.460822,0.689415,0.74528,0.927972,24.322178,0.328972,8397715,6178873
"PITT_RNA_PFC_1472",67227767,67227767,64751875,0.018315,868832306,0.531,0.439256,0.736417,0.598977,5.157573,2.601257,13440834,5715931
"PITT_RNA_PFC_1474",73620541,73620541,71851187,0.017471,1044862061,0.357234,0.709148,0.905473,0.779183,9.840441,0.380782,3092377,1514981
"PITT_RNA_PFC_1506",76386977,76386977,74513594,0.013955,1171122190,0.456416,0.510256,0.791431,0.675391,4.077947,1.658598,2056114,808503
"PITT_RNA_PFC_1518",66572121,66572121,65040290,0.015779,788249852,0.461773,0.5601,0.788483,0.730079,3.449114,2.785772,2415016,861231
"PITT_RNA_PFC_1524",79282560,79282560,77289914,0.012983,1202754999,0.433552,0.545482,1.013336,0.530448,6.774657,2.598927,7168930,3597196
"PITT_RNA_PFC_1542",61573876,61573876,60182552,0.015223,651497740,0.490992,0.467271,0.910317,0.537198,4.307844,2.600895,4055638,1609850
"PITT_RNA_PFC_1543",82463967,82463967,80537167,0.015087,1199524907,0.390358,0.540645,0.858494,0.614375,4.18322,2.134869,4327991,1770521
"PITT_RNA_PFC_1554",80116829,80116829,77032630,0.017049,1241110532,0.390638,0.687622,0.842284,0.803088,13.651827,1.471541,6082867,4248511
"PITT_RNA_PFC_1555",68953381,68953381,66993888,0.014631,1421528307,0.562166,0.540697,0.691426,0.795777,9.915813,0.595979,15983829,6587677
