Gene Symbol,Affymetrix ID,Module Assigned
Spinlw1,1420588_at,NA
Spint1,1416627_at,NA
Spint2,1438968_x_at,black
Spint2,1451935_a_at,NA
Spire2,1425118_at,NA
Spn,1422133_at,NA
Spna1,1421277_at,NA
Spna2,1427889_at,NA
Spna2,1427888_a_at,NA
Spnb1,1450556_at,NA
Spnb2,1419256_at,NA
Spnb2,1452143_at,NA
Spnb2,1451830_a_at,NA
Spnb2,1419255_at,grey
Spnb3,1452269_at,lightyellow
Spnb4,1425116_a_at,grey
Spo11,1417021_a_at,NA
Spock1,1419673_at,grey
Spock1,1419672_at,NA
Spock2,1435026_at,NA
Spock2,1450451_at,NA
Spock3,1449979_a_at,lightyellow
Spon1,1451342_at,lightyellow
Spon1,1424415_s_at,lightyellow
Spon2,1417860_a_at,NA
Spop,1416525_at,pink
Spop,1416524_at,NA
Spp1,1449254_at,NA
Spp2,1418916_a_at,NA
Sppl3,1423658_at,NA
Sppl3,1451073_at,NA
Spr,1432372_a_at,midnightblue
Spred1,1423162_s_at,NA
Spred1,1423160_at,NA
Spred1,1423161_s_at,NA
Spred2,1423001_at,NA
Spred2,1434403_at,grey
Sprr1a,1449133_at,NA
Sprr1b,1422672_at,NA
Sprr2a,1439016_x_at,NA
Sprr2a,1450618_a_at,NA
Sprr2d,1420771_at,NA
Sprr2f,1449833_at,NA
Sprr2h,1422240_s_at,NA
Sprr2i,1422963_at,NA
Sprr2j,1450811_at,NA
Sprr2k,1422425_at,NA
Sprr3,1422401_at,NA
Sprrl1,1419317_x_at,NA
Sprrl2,1420350_at,NA
Sprrl3,1420676_at,NA
Sprrl3,1420677_x_at,NA
Sprrl5,1419409_at,NA
Sprrl7,1420332_x_at,NA
Sprrl9,1449959_x_at,NA
Spry1,1415874_at,NA
Spry2,1436584_at,turquoise
Spry2,1421656_at,NA
Spry4,1422020_at,NA
Spry4,1422021_at,NA
Spt1,1448168_a_at,NA
Spt2,1420466_at,NA
Sptlc1,1436727_x_at,NA
Sptlc1,1422691_at,NA
Sptlc1,1422690_at,brown
Sptlc1,1436726_s_at,NA
Sptlc2,1460243_at,NA
Sqle,1415993_at,NA
Sqrdl,1430998_at,NA
Sqrdl,1420641_a_at,NA
Sqstm1,1450957_a_at,grey
Sr278,1452573_a_at,NA
Sr278,1460404_at,NA
Sr278,1427836_at,NA
Sra1,1437423_a_at,NA
Srd5a2,1422960_at,NA
Srd5a2l,1456691_s_at,midnightblue
Srd5a2l,1423574_s_at,midnightblue
Srd5a2l,1423573_at,midnightblue
Srd5a2l,1439241_x_at,midnightblue
Srebf1,1426690_a_at,red
Srebf2,1426744_at,NA
Srebf2,1452174_at,midnightblue
Srf,1418255_s_at,green
Srf,1418256_at,NA
Srfbp1,1420510_at,NA
Srfbp1,1420509_at,NA
Srgap1,1431719_a_at,NA
Srgap2,1427967_at,NA
Srgap2,1429884_at,NA
Srgap3,1425741_at,NA
Srgap3,1424588_at,NA
Sri,1423155_at,NA
Sri,1450878_at,NA
Srm,1421260_a_at,NA
Srms,1449287_at,NA
Srp14,1454615_x_at,NA
Srp14,1455939_x_at,NA
Srp14,1418567_a_at,NA
Srp14,1418568_x_at,NA
Srp19,1450891_at,NA
Srp54,1425665_a_at,brown
Srp54,1416154_at,NA
Srp54,1416153_at,NA
Srp68,1433708_at,NA
Srp9,1417530_a_at,grey
Srp9,1448753_at,NA
Srpk1,1454042_a_at,NA
Srpk2,1455650_at,NA
Srpk2,1417135_at,NA
Srpk2,1417136_s_at,grey
Srpk2,1417134_at,grey
Srpk2,1448603_at,yellow
Srpr,1423670_a_at,NA
Srpr /// LOC544796,1427570_at,NA
Srprb,1450089_a_at,NA
Srprb,1421012_at,NA
Srprb,1425348_a_at,NA
Srpx,1451939_a_at,NA
Srpx2,1427919_at,NA
Srr,1438549_a_at,NA
Srr,1419664_at,lightyellow
Srr,1438550_x_at,NA
Srr,1455045_at,green
Srr1,1456355_s_at,NA
Srrm1,1420935_a_at,NA
Srrm1,1420934_a_at,NA
Srrm1,1454689_at,NA
Srrm1,1450045_at,NA
Srrm2,1427902_at,NA
Srst,1460311_at,NA
Srxn1,1425351_at,NA
Srxn1,1451680_at,NA
Srxn1,1426875_s_at,grey
Sry,1450579_x_at,NA
Sry,1450578_at,NA
Ss18,1419361_at,NA
Ss18,1419360_a_at,NA
Ssa2,1423433_at,greenyellow
Ssb,1453928_a_at,NA
Ssb,1416421_a_at,NA
Ssb,1416422_a_at,black
Ssb,1416423_x_at,NA
Ssbp1,1427965_at,NA
Ssbp1,1452616_s_at,NA
Ssbp1,1452617_at,NA
Ssbp2,1449815_a_at,grey
Ssbp2,1451542_at,grey
Ssbp3,1427917_s_at,grey
Ssbp3,1425940_a_at,NA
Ssbp4,1449511_a_at,NA
Ssna1,1448643_at,midnightblue
Sspn,1417644_at,NA
Sspn,1417645_at,NA
Ssr1,1417763_at,NA
Ssr1,1417764_at,NA
Ssr1,1448843_at,NA
Ssr2,1449930_a_at,NA
Ssr3,1415700_a_at,NA
Ssr4,1448524_s_at,grey
Ssr4,1427096_s_at,NA
Ssr4,1435709_at,NA
Ssrp1,1426789_s_at,NA
Ssrp1,1426790_at,NA
Ssrp1,1426788_a_at,NA
Sssca1,1417726_at,NA
Sssca1,1417725_a_at,NA
Sst,1417954_at,lightyellow
Sstr1,1450527_at,NA
Sstr2,1422256_at,grey
Sstr3,1450577_at,NA
Sstr4,1422281_at,NA
Ssty1 /// LOC382329 /// LOC435017 /// LOC435034 /// LOC435135 /// LOC435185,1449467_at,NA
Ssty2 /// LOC382133 /// LOC382328 /// LOC382334 /// LOC434915 /// LOC434929 /// MGC107098 /// LOC434938 /// LOC434953 /// LOC434960 /// LOC434981 /// LOC434986 /// LOC435006 /// LOC435023 /// LOC435040 /// LOC546413 /// LOC546417 /// LOC546419 /// LOC546426 /// LOC546428 /// LOC546437 /// LOC546438 /// LOC546452 /// LOC546460 /// LOC546465,1417838_at,NA
Ssu72,1425674_a_at,purple
Ssx2ip,1449764_x_at,NA
Ssx2ip,1420185_at,NA
Ssx2ip,1420186_at,NA
Ssx2ip,1448743_at,brown
Ssx2ip,1417514_at,NA
Ssxb1,1449912_at,NA
St13,1416851_at,NA
St13,1460193_at,NA
St14,1418076_at,NA
St3gal1,1418946_at,NA
St3gal2,1421891_at,NA
St3gal2,1421890_at,NA
St3gal3,1421915_a_at,NA
St3gal3,1450406_a_at,grey
St3gal4,1425668_a_at,NA
St3gal5,1449198_a_at,green
St3gal5,1460241_a_at,midnightblue
St3gal6,1449079_s_at,grey
St3gal6,1449078_at,yellow
St5,1428372_at,NA
St6gal1,1420928_at,NA
St6gal1,1420927_at,NA
St6galnac1,1421517_at,NA
St6galnac2,1417616_at,NA
St6galnac2,1417617_at,NA
St6galnac3,1420903_at,NA
St6galnac3,1420902_at,NA
St6galnac4,1418075_at,NA
St6galnac4,1418074_at,NA
St6galnac5,1419420_at,NA
St6galnac5,1449468_at,black
St6galnac6,1423115_at,green
St7,1418967_a_at,NA
St7l,1427916_at,NA
St8sia1,1419694_at,NA
St8sia1,1419695_at,NA
St8sia2,1449843_at,NA
St8sia2,1420377_at,NA
St8sia3,1451008_at,NA
St8sia4,1430391_a_at,NA
St8sia4,1419186_a_at,green
St8sia5,1421735_a_at,grey
Stab1,1450199_a_at,NA
Stab2,1419423_at,NA
Stac,1418957_at,NA
Stac2,1424581_at,blue
Stag1,1421939_a_at,NA
Stag1,1421940_at,NA
Stag1,1450420_at,NA
Stag1,1431921_a_at,NA
Stag1,1435731_x_at,NA
Stag2,1421849_at,NA
Stag2,1450396_at,NA
Stag3,1460229_at,NA
Stam,1416862_at,NA
Stam,1416861_at,NA
Stam2,1416974_at,NA
Stam2,1416976_at,NA
Stam2,1416975_at,NA
Stam2,1416977_at,NA
Stam2,1453338_at,NA
Stambp,1431962_a_at,NA
Stambp,1416317_a_at,NA
Star,1449201_at,NA
Star,1418728_at,NA
Star,1418729_at,NA
Stard10,1448956_at,NA
Stard13 /// LOC547385,1452604_at,NA
Stard3,1417405_at,NA
Stard3nl,1430274_a_at,NA
Stard4,1429240_at,NA
Stard4,1429239_a_at,NA
Stard5,1422821_s_at,NA
Stard5,1422822_at,NA
Stard5,1450769_s_at,yellow
Stard6,1426317_at,NA
Stard7,1449628_s_at,NA
Stard8,1427072_at,NA
Stat1,1450033_a_at,NA
Stat1,1450034_at,NA
Stat1,1420915_at,NA
Stat2,1421911_at,NA
Stat2,1450403_at,NA
Stat3,1426587_a_at,NA
Stat3,1460700_at,NA
Stat3,1424272_at,NA
Stat4,1448713_at,NA
Stat5a,1450259_a_at,NA
Stat5a,1421469_a_at,NA
Stat5b,1422102_a_at,NA
Stat5b,1422103_a_at,orange
Stat6,1426353_at,NA
Stat6,1421708_a_at,NA
Statip1,1438179_s_at,NA
Statip1,1415774_at,NA
Stau1,1450741_at,NA
Stau1,1422766_at,NA
Stau1,1435347_at,NA
Stau2,1425533_a_at,turquoise
Stau2,1450916_at,turquoise
Stau2,1425534_at,lightyellow
Stc1,1421984_at,NA
Stc1,1450448_at,NA
Stc2,1449484_at,NA
Stc2,1419503_at,NA
Steap,1451532_s_at,NA
Steap,1424938_at,NA
Steap3,1423468_at,NA
Steap3,1430355_a_at,NA
Steap3,1453498_x_at,NA
Steap4,1425829_a_at,NA
Steap4,1460197_a_at,NA
Stfa3,1419709_at,NA
Stim1,1448320_at,NA
Stim1,1436945_x_at,NA
Stip1,1415909_at,grey
Stk10,1417751_at,NA
Stk11,1418644_a_at,NA
Stk11,1448062_at,NA
Stk11ip,1431792_a_at,NA
Stk16,1426160_a_at,NA
Stk17b,1450997_at,NA
Stk17b,1423452_at,NA
Stk19,1417334_at,midnightblue
Stk22s1,1419439_at,NA
Stk23,1418798_s_at,NA
Stk23,1432139_at,NA
Stk24,1426247_at,NA
Stk24,1426248_at,NA
Stk25,1416770_at,brown
Stk3,1418512_at,NA
Stk3,1418513_at,NA
Stk3,1449114_at,NA
Stk31,1454138_a_at,NA
Stk31,1425317_x_at,NA
Stk32b,1452420_at,NA
Stk32c,1423530_at,NA
Stk35,1427124_at,NA
Stk35,1431107_at,NA
Stk38,1416252_at,NA
Stk39,1419550_a_at,turquoise
Stk39,1431434_at,NA
Stk39,1419551_s_at,turquoise
Stk4,1421107_at,NA
Stk40,1429650_at,NA
Stmn1,1448113_at,grey
Stmn1,1415849_s_at,NA
Stmn2,1423280_at,grey
Stmn2,1423281_at,red
Stmn3,1435113_x_at,NA
Stmn3,1460181_at,NA
Stmn4,1418105_at,midnightblue
Stom,1438910_a_at,NA
Stom,1419097_a_at,NA
Stom,1449341_a_at,NA
Stom,1419098_at,NA
Stom,1419099_x_at,NA
Stom,1452522_at,NA
Stoml2,1448774_at,blue
Stra13,1416553_at,NA
Stra6,1422723_at,NA
Stra8,1420568_at,NA
Strap,1416566_at,NA
Strap,1419912_s_at,NA
Strap,1419913_at,NA
Strbp,1426411_a_at,turquoise
Strbp,1421125_at,NA
Strbp,1452061_s_at,grey
Strc,1421695_at,NA
Strm,1421718_at,NA
Strn,1455156_at,NA
Strn,1422036_at,NA
Strn3,1423536_at,turquoise
Strn3,1423535_at,NA
Strn4,1426209_at,NA
Sts,1421500_at,NA
Stub1,1416580_a_at,grey
Stub1,1434412_x_at,NA
Stx12,1448936_at,turquoise
Stx17,1431929_a_at,NA
Stx17,1427925_at,NA
Stx17,1427924_at,NA
Stx17,1428917_at,yellow
Stx18,1431295_a_at,NA
Stx18,1453819_x_at,NA
Stx18,1429288_x_at,NA
Stx18,1425011_x_at,NA
Stx18,1435102_a_at,NA
Stx1a,1448366_at,grey
Stx1a,1437390_x_at,green
Stx1b1,1450349_at,NA
Stx1b2 /// Stx1b1,1421673_s_at,NA
Stx3,1426151_a_at,NA
Stx3,1425530_a_at,NA
Stx4a,1451573_a_at,NA
Stx5a,1448267_at,NA
Stx5a,1449679_s_at,NA
Stx6,1431646_a_at,NA
Stx6,1423038_at,lightyellow
Stx6,1460004_x_at,lightyellow
Stx6,1450844_at,midnightblue
Stx7,1418436_at,NA
Stx8,1418089_at,NA
Stx8,1418088_a_at,NA
Stx8,1453631_at,NA
Stxbp1,1420506_a_at,NA
Stxbp1,1420505_a_at,NA
Stxbp2,1448341_a_at,NA
Stxbp2,1437048_x_at,NA
Stxbp2,1416449_x_at,NA
Stxbp3,1435058_x_at,NA
Stxbp3,1416653_at,NA
Stxbp4,1451063_at,NA
Stxbp4,1453989_at,NA
Stxbp6,1425749_at,NA
Styx,1421664_a_at,NA
Styx,1429710_at,NA
Styx,1431048_at,NA
Styx,1429711_at,NA
Sucla2,1452206_at,NA
Suclg1,1415891_at,NA
Suclg2,1427441_a_at,NA
Sucnr1,1418804_at,NA
Sufu,1420848_at,NA
Sufu,1450024_at,NA
Sugt1,1426425_at,NA
Sugt1,1426424_at,red
Suhw3,1427983_at,NA
Suhw4,1457455_at,NA
Suhw4,1426556_at,brown
Sui1-rs1,1423799_at,NA
Sui1-rs1,1423798_a_at,NA
Sulf2,1430388_a_at,turquoise
Sult1a1,1427345_a_at,NA
Sult1b1,1418940_at,NA
Sult1c1,1420470_at,NA
Sult1c2,1449409_at,NA
Sult1d1,1448973_at,NA
Sult1d1,1418138_at,NA
Sult1e1,1420447_at,NA
Sult2a2,1419528_at,NA
Sult2b1,1417335_at,lightyellow
Sult3a1,1421669_at,NA
Sult4a1,1421606_a_at,NA
Sult5a1,1449816_at,NA
Sumf1,1424604_s_at,NA
Sumf1,1424603_at,NA
Sumo1,1451005_at,NA
Sumo1,1438289_a_at,NA
Sumo1,1456349_x_at,NA
Sumo2,1415782_at,pink
Sumo2 /// LOC236622,1415781_a_at,NA
Sumo3,1439372_at,NA
Sumo3,1422457_s_at,purple
Suox,1451339_at,NA
Supt16h,1449578_at,NA
Supt16h,1419741_at,NA
Supt4h1 /// Supt4h2,1422418_s_at,NA
Supt5h,1424255_at,NA
Supt6h,1417628_at,grey
Supv3l1,1432623_at,NA
Supv3l1,1460557_at,NA
Surb7,1425806_a_at,NA
Surf1,1450561_a_at,NA
Surf2,1433609_s_at,NA
Surf2,1453117_at,NA
Surf4,1416213_x_at,brown
Surf4,1455822_x_at,NA
Surf4,1434589_x_at,NA
Surf4,1436797_a_at,NA
Surf4,1448255_a_at,purple
Surf5,1421528_a_at,NA
Surf6,1416864_at,NA
Susd2,1426511_at,NA
Susd4,1424221_at,NA
Suv39h1,1432236_a_at,NA
Suv39h1,1427382_a_at,black
Suv39h1,1432227_at,NA
Suv39h2,1436561_at,NA
Suv39h2,1422979_at,NA
Suv420h1,1451817_at,NA
Suv420h1,1434999_at,NA
Suv420h1,1455171_at,NA
Suv420h2,1424059_at,NA
Suz12,1427253_s_at,turquoise
Suz12,1452364_at,brown
Suz12,1420021_s_at,NA
Suz12,1420022_s_at,NA
Suz12,1420020_at,NA
Suz12,1449661_at,NA
Sv2a,1423406_at,greenyellow
Sva,1420359_at,NA
Sval1,1420400_at,NA
Sval2,1450809_at,NA
Svep1,1419182_at,NA
Svil,1460694_s_at,NA
Svil,1427662_at,NA
Svil,1460735_at,NA
Svp2,1427222_a_at,NA
Svs2,1422427_a_at,NA
Svs2,1456188_at,NA
Svs3,1417993_at,NA
Svs3,1436782_at,NA
Svs3 /// 9530004A22Rik,1417992_a_at,NA
Svs5,1419346_a_at,NA
Svs5,1419347_x_at,NA
Svs5,1438616_x_at,NA
Svs5,1456124_x_at,NA
Svs5,1427220_a_at,NA
Svs6,1418548_at,NA
Svs7,1422515_at,NA
Syap1,1416472_at,NA
Sybl1,1452007_at,NA
Sybl1,1426269_at,blue
Sycn,1451228_a_at,NA
Sycn,1434803_a_at,NA
Sycp1,1427291_at,NA
Sycp3,1435870_at,NA
Sycp3,1449534_at,NA
Syk,1418262_at,NA
Syk,1418261_at,NA
Syk,1425797_a_at,NA
Syn1,1451484_a_at,midnightblue
Syn2,1449030_at,orange
Syn2,1460230_at,NA
Syn3,1421248_at,NA
Sync,1432350_at,NA
Sync,1432349_a_at,NA
Sync,1422118_at,NA
Syncrip,1450743_s_at,NA
Syncrip,1426402_at,NA
Syncrip,1422769_at,NA
Syncrip,1422768_at,midnightblue
Syne1,1455493_at,grey
Syne1,1421545_a_at,NA
Syne2,1427982_s_at,brown
Syngr1,1434661_at,grey
Syngr1,1419289_a_at,NA
Syngr1,1453772_at,NA
Syngr2,1417081_a_at,NA
Syngr2,1448577_x_at,NA
Syngr3,1416098_at,yellow
Syngr3,1448216_at,NA
Syngr4,1418875_at,NA
Synj2,1427685_a_at,midnightblue
Synj2,1427652_x_at,NA
Synj2,1425217_a_at,NA
Synj2,1452344_at,blue
Synj2,1431697_at,NA
Synj2,1431828_a_at,NA
Synj2bp,1448853_at,NA
Synj2bp,1417834_at,pink
Synj2bp,1431507_a_at,grey
Synpo,1427045_at,red
Synpo,1434089_at,NA
Synpo2,1450828_at,NA
Synpr,1423640_at,green
Syp,1456249_x_at,NA
Syp,1448280_at,turquoise
Sypl,1422881_s_at,pink
Sypl,1422882_at,NA
Sypl,1422880_at,pink
Sypl,1422879_at,NA
Sypl2,1449206_at,NA
Syt1,1421990_at,NA
Syt1,1431191_a_at,NA
Syt10,1450347_at,NA
Syt11,1449264_at,turquoise
Syt11,1436176_at,NA
Syt11,1455176_a_at,NA
Syt12,1422878_at,midnightblue
Syt13,1451045_at,green
Syt17,1422955_at,black
Syt2,1440323_at,blue
Syt2,1449866_at,NA
Syt2,1420418_at,NA
Syt3,1417708_at,NA
Syt4,1415844_at,red
Syt4,1415845_at,red
Syt5,1422531_at,green
Syt6,1426106_a_at,NA
Syt7,1423012_at,NA
Syt8,1450800_at,NA
Syt9,1423258_at,grey
Sytl1,1450240_a_at,NA
Sytl2,1421594_a_at,NA
Sytl3,1425787_a_at,NA
Sytl4,1417336_a_at,NA
Sytl4,1425998_at,NA
Syvn1,1428070_at,NA
T,1419304_at,NA
T2,1421558_at,NA
T25656,1420289_at,NA
T25656,1420288_at,NA
Taar1,1422355_at,NA
Tac1,1416783_at,NA
Tac2,1419411_at,blue
Tac4,1420458_at,NA
Tacc2,1425745_a_at,NA
Tacc3,1455834_x_at,NA
Tacc3,1417450_a_at,NA
Tacc3,1436872_at,NA
Tacr1,1422282_at,NA
Tacr2,1422234_at,NA
Tacr3,1437029_at,red
Tacr3,1450278_at,NA
Tacstd1,1416579_a_at,NA
Tacstd2,1423323_at,NA
Tada1l,1424427_at,brown
Tada2l,1452310_at,NA
Tada3l,1417467_a_at,NA
Tada3l,1448719_at,NA
Taf10,1448784_at,NA
Taf11,1451995_at,NA
Taf12,1423398_at,NA
Taf13,1448707_at,grey
Taf1a,1419702_at,NA
Taf1b,1431345_a_at,NA
Taf1c,1423483_s_at,NA
Taf4a,1452438_s_at,NA
Taf4a,1427460_at,NA
Taf5l,1448195_at,NA
Taf6,1418593_at,NA
Taf6l,1452600_at,midnightblue
Taf7,1423169_at,NA
Taf7,1423170_at,NA
Taf7l,1420433_at,NA
Taf9,1422778_at,NA
Taf9,1451509_at,NA
Taf9 /// LOC545600,1438250_s_at,NA
Tagln,1423505_at,NA
Tagln2,1426529_a_at,NA
Tagln2,1439407_x_at,NA
Tagln3,1450683_at,grey
Tal1,1449389_at,red
Tal2,1450517_at,NA
Tal2,1460309_at,NA
Taldo1,1425129_a_at,pink
Tank,1421640_a_at,NA
Taok1,1426358_at,brown
Taok1,1426357_at,NA
Taok1,1424657_at,NA
Taok1,1424658_at,NA
Tap1,1416016_at,NA
Tap1,1449803_x_at,NA
Tap1,1420274_at,NA
Tap1,1448177_at,NA
Tap2,1453913_a_at,NA
Tapbp,1450378_at,NA
Tapbpl,1451544_at,NA
Tapbpl,1424961_at,NA
Tarbp2,1423616_at,NA
Tardbp,1455655_a_at,NA
Tardbp,1423723_s_at,NA
Tardbp,1434419_s_at,NA
Tardbp,1428467_at,NA
Tars,1460323_at,brown
Tarsl1,1431125_a_at,NA
Tarsl1,1436856_x_at,NA
Tas1r1,1420432_at,NA
Tas1r2,1450313_at,NA
Tas1r3,1420778_at,NA
Tas2r105,1422389_at,NA
Tas2r108,1450605_at,NA
Tas2r119,1450585_at,NA
Tat,1451557_at,NA
Tax1bp1,1420174_s_at,NA
Tax1bp1,1448399_at,NA
Tax1bp1,1420175_at,NA
Tax1bp3,1424169_at,NA
Tax1bp3 /// Rpl13,1455871_s_at,NA
Taz,1416207_at,NA
Tbc1d1,1419446_at,NA
Tbc1d1,1419448_at,NA
Tbc1d10a,1448587_at,NA
Tbc1d10b,1424236_at,NA
Tbc1d13,1424082_at,NA
Tbc1d14,1420196_s_at,NA
Tbc1d14,1449772_at,NA
Tbc1d14,1432027_a_at,NA
Tbc1d15,1416061_at,NA
Tbc1d15,1416062_at,NA
Tbc1d15,1416060_at,NA
Tbc1d17,1423659_a_at,grey
Tbc1d19,1424918_at,NA
Tbc1d20,1452140_at,NA
Tbc1d20,1426644_at,NA
Tbc1d22a,1423776_s_at,NA
Tbc1d22a,1451107_at,NA
Tbc1d8,1455683_a_at,NA
Tbc1d8,1416996_at,NA
Tbca,1437907_a_at,NA
Tbca,1456205_x_at,NA
Tbca,1434588_x_at,NA
Tbca,1417652_a_at,NA
Tbcc,1424644_at,NA
Tbcd,1452194_at,NA
Tbcd,1455801_x_at,NA
Tbce,1428282_at,NA
Tbk1,1460315_s_at,NA
Tbk1,1422469_at,brown
Tbl1x,1434644_at,NA
Tbl1x,1434643_at,NA
Tbl1x,1455042_at,NA
Tbl1xr1,1450739_at,NA
Tbl1xr1,1422761_at,NA
Tbl1xr1,1434839_s_at,brown
Tbl1xr1,1455109_at,pink
Tbl2,1450412_at,NA
Tbl2,1434224_at,NA
Tbl2,1421927_at,NA
Tbl3,1415750_at,NA
Tbn,1416450_at,NA
Tbn,1416451_s_at,NA
Tbp,1426469_a_at,NA
Tbp,1426470_at,NA
Tbpl1,1431415_a_at,green
Tbr1,1416711_at,green
Tbrg1,1452648_at,NA
Tbrg4,1417658_at,NA
Tbrg4,1448796_s_at,NA
Tbrg4,1448795_a_at,NA
Tbx1,1425779_a_at,NA
Tbx15,1418755_at,NA
Tbx15,1422195_s_at,NA
Tbx18,1449871_at,NA
Tbx19,1422086_at,NA
Tbx19,1422085_at,NA
Tbx2,1422545_at,NA
Tbx20,1422219_a_at,NA
Tbx20,1425158_at,NA
Tbx21,1449361_at,NA
Tbx3,1448029_at,NA
Tbx3,1439567_at,NA
Tbx4,1426321_at,NA
Tbx5,1425694_at,NA
Tbx5,1425695_at,NA
Tbx6,1449868_at,NA
Tbxa2r,1419222_at,NA
Tbxas1,1416827_at,NA
Tcam1,1421540_at,NA
Tcap,1423145_a_at,NA
Tce1,1417891_at,grey
Tce4,1420325_at,NA
Tce4,1456042_s_at,NA
Tce4,1420326_s_at,NA
Tcea1,1419257_at,NA
Tcea1,1419258_at,NA
Tcea2,1418107_at,NA
Tcea3,1424531_a_at,NA
Tceal1,1424634_at,NA
Tceal3 /// LOC331528 /// Tceal5 /// LOC594844,1450961_a_at,NA
Tceal8,1418171_at,grey
Tceb1,1436226_at,NA
Tceb1,1452593_a_at,NA
Tceb1,1427915_s_at,purple
Tceb1,1427914_a_at,NA
Tceb2,1436949_a_at,NA
Tceb2,1428263_a_at,NA
Tceb3,1450676_at,NA
Tceb3,1422591_at,NA
Tceb3,1434117_at,red
Tceb3bp1,1429124_s_at,NA
Tcerg1,1421033_a_at,NA
Tcerg1,1450100_a_at,NA
Tcerg1,1434434_s_at,NA
Tcf1,1421234_at,NA
Tcf12,1421908_a_at,NA
Tcf12,1427670_a_at,NA
Tcf15,1449592_at,NA
Tcf19,1423809_at,midnightblue
Tcf2,1421224_a_at,NA
Tcf2,1451687_a_at,NA
Tcf20,1421910_at,NA
Tcf20,1421909_at,NA
Tcf21,1417447_at,NA
Tcf23,1421078_at,NA
Tcf3,1436207_at,NA
Tcf3,1450117_at,NA
Tcf4,1416724_x_at,red
Tcf4,1424089_a_at,red
Tcf4,1434149_at,red
Tcf4,1416725_at,NA
Tcf4,1434148_at,red
Tcf4,1416723_at,red
Tcf7,1433471_at,NA
Tcf7,1450461_at,NA
Tcf7l2,1429427_s_at,NA
Tcf7l2,1429428_at,NA
Tcf7l2,1425229_a_at,NA
Tcf7l2,1426639_a_at,NA
Tcfap2a,1426048_s_at,NA
Tcfap2a,1421995_at,NA
Tcfap2a,1421996_at,NA
Tcfap2b,1423340_at,NA
Tcfap2c,1418147_at,NA
Tcfap2c,1448977_at,NA
Tcfap2c,1436392_s_at,NA
Tcfap2d,1425443_at,NA
Tcfap4,1418167_at,NA
Tcfcp2,1418159_at,turquoise
Tcfcp2l1,1460715_x_at,NA
Tcfcp2l1,1460714_at,NA
Tcfcp2l1,1418091_at,NA
Tcfcp2l2,1424030_at,greenyellow
Tcfcp2l3,1452643_at,NA
Tcfcp2l3,1429086_at,NA
Tcfcp2l3,1427046_at,NA
Tcfcp2l3,1457520_at,NA
Tcfcp2l3,1431878_at,NA
Tcfcp2l3,1431877_a_at,NA
Tcfe2a,1426297_at,NA
Tcfe2a,1452542_x_at,NA
Tcfe2a,1427764_a_at,NA
Tcfeb,1422566_at,NA
Tcfec,1419537_at,NA
Tcfl1,1418284_at,NA
Tcfl4,1418437_a_at,NA
Tcfl4,1425930_a_at,brown
Tcfl5,1456515_s_at,greenyellow
Tcirg1,1420635_a_at,NA
Tcl1,1422458_at,NA
Tcl1b1,1448981_x_at,NA
Tcl1b3,1420570_x_at,NA
Tcl1b4,1420423_at,NA
Tcn2,1448200_at,NA
Tcof1,1423600_a_at,NA
Tcof1,1423601_s_at,NA
Tcof1,1424643_at,NA
Tcp1,1448122_at,NA
Tcp10a /// Tcp10b /// Tcp10c,1420527_s_at,NA
Tcp10a /// Tcp10b /// Tcp10c,1422224_at,NA
Tcp10a /// Tcp10c,1422225_s_at,NA
Tcp10c,1427421_at,NA
Tcp11,1420730_a_at,NA
Tcra /// A430107P09Rik,1426113_x_at,NA
Tcra /// A430107P09Rik /// Gm1489 /// LOC545051 /// LOC547324 /// LOC547333 /// LOC547425,1427653_at,NA
Tcra /// A430107P09Rik /// LOC545051,1452405_x_at,NA
Tcra /// A430107P09Rik /// LOC545051 /// LOC547333,1426168_a_at,NA
Tcrb-J /// LOC330294 /// LOC333791,1427666_a_at,NA
Tcrb-J /// LOC330294 /// LOC333791,1427667_s_at,NA
Tcrb-J /// Tcrb-V13 /// LOC381765,1426772_x_at,grey
Tcrb-V13,1426158_at,NA
Tcrb-V13,1426159_x_at,grey
Tcrb-V13,1452205_x_at,NA
Tcrb-V13,1427184_at,NA
Tcrb-V13,1427656_at,NA
Tcrb-V13,1427848_at,NA
Tcrb-V13,1425854_x_at,NA
Tcrb-V13,1425226_x_at,NA
Tcrb-V13 /// LOC384373 /// LOC386546,1427765_a_at,NA
Tcrb-V13 /// LOC384374 /// LOC436520,1427849_a_at,NA
Tcrb-V13 /// LOC384375 /// LOC386550,1427752_a_at,NA
Tcrb-V8.2,1427628_at,NA
Tcrg,1422188_s_at,NA
Tcrg,1422189_x_at,NA
Tcrg,1427802_a_at,NA
Tcrg,1450521_a_at,NA
Tcrg-V4,1452558_at,NA
Tcta,1420123_at,grey
Tcta,1420125_at,NA
Tcta,1424068_at,NA
Tcta,1420124_s_at,grey
Tcte1,1419344_at,NA
Tcte1l,1449928_at,grey
Tcte1l,1420614_at,turquoise
Tcte1l,1449929_at,NA
Tcte2,1425009_at,NA
Tcte2,1430773_a_at,NA
Tcte3,1421682_a_at,NA
Tcte3,1421683_at,NA
Tctex1,1428116_a_at,orange
Tctex1,1453473_a_at,orange
Tde1,1448847_at,NA
Tde1,1456080_a_at,NA
Tde1,1417816_s_at,NA
Tde1,1417815_a_at,NA
Tde2,1448108_at,NA
