"","gene","Neuron","Astrocyte","Oligodendrocyte","Microglia","Endothelial"
"ENSG00000031698","SARS",34.8,9.425,17.64,9.43333333333333,6.2
"ENSG00000104835","SARS2",0.1,0.208333333333333,0.12,0.133333333333333,0.1
"ENSG00000175467","SART1",0.1,0.708333333333333,0.38,0.5,0.4
"ENSG00000075856","SART3",6,4.625,4.22,3.83333333333333,1.5
"ENSG00000111961","SASH1",2.9,39.925,10.86,0.466666666666667,9.95
"ENSG00000122122","SASH3",0.1,0.15,0.78,4.73333333333333,0.1
"ENSG00000156876","SASS6",0.6,0.65,0.78,0.633333333333333,0.2
"ENSG00000130066","SAT1",142.3,331.091666666667,237.56,2832.6,112.15
"ENSG00000141504","SAT2",16.2,22.3583333333333,12.5,22.1666666666667,5.9
"ENSG00000182568","SATB1",14.2,4.43333333333333,6.72,3.66666666666667,2.7
"ENSG00000119042","SATB2",2.6,1.35,2.54,0.666666666666667,5.9
"ENSG00000184788","SATL1",0.1,0.1,0.1,0.1,0.1
"ENSG00000151748","SAV1",3,2.89166666666667,5.48,2.43333333333333,7.7
"ENSG00000112167","SAYSD1",2.3,1.56666666666667,1.66,0.633333333333333,0.85
"ENSG00000126524","SBDS",36.8,22.9916666666667,33.74,22.9,10.85
"ENSG00000225648","SBDSP1",7.9,3.48333333333333,6.96,4.53333333333333,2.6
"ENSG00000100241","SBF1",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000248522","SBF1P1",0.1,0.1,0.1,0.1,0.1
"ENSG00000133812","SBF2",8.2,10.6,5.12,7.3,4.2
"ENSG00000188322","SBK1",0.1,0.133333333333333,0.12,0.1,0.1
"ENSG00000187550","SBK2",0.1,0.1,0.1,0.1,0.1
"ENSG00000139697","SBNO1",6.3,3.44166666666667,3.6,4.6,1.2
"ENSG00000278788","SBNO2",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000189001","SBSN",0.1,0.1,0.1,0.1,0.1
"ENSG00000126461","SCAF1",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000139218","SCAF11",3.2,4.8,4.86,13.9333333333333,2.35
"ENSG00000156304","SCAF4",7.4,6.78333333333333,7.52,14.4,4.1
"ENSG00000213079","SCAF8",13.2,9.20833333333333,9.02,10.4333333333333,3.95
"ENSG00000173611","SCAI",6.2,0.975,0.72,0.4,0.6
"ENSG00000085365","SCAMP1",15.3,3.95833333333333,3.4,2.7,1.5
"ENSG00000140497","SCAMP2",1.1,16.6916666666667,10.12,27.7,7.8
"ENSG00000116521","SCAMP3",2.2,2.38333333333333,1.72,0.933333333333333,0.8
"ENSG00000227500","SCAMP4",0.2,1.68333333333333,0.64,0.5,0.7
"ENSG00000198794","SCAMP5",14.1,2.375,1.82,0.3,1.75
"ENSG00000171222","SCAND1",0.2,1.1,0.76,0.6,0.5
"ENSG00000114650","SCAP",0.4,1.85,0.46,0.366666666666667,1
"ENSG00000140386","SCAPER",10.2,7.7,7.16,3.23333333333333,2.35
"ENSG00000168077","SCARA3",0.5,13.3333333333333,0.36,0.1,0.8
"ENSG00000168079","SCARA5",0.2,0.1,0.1,0.1,0.1
"ENSG00000073060","SCARB1",0.5,1,0.5,0.933333333333333,9.65
"ENSG00000138760","SCARB2",27.6,27.5916666666667,51.24,15.6,11.35
"ENSG00000276336","SCARF1",0.3,0.633333333333333,0.14,1.93333333333333,2.5
"ENSG00000244486","SCARF2",0.1,0.1,0.1,0.1,0.1
"ENSG00000252947","SCARNA1",0.1,0.1,0.1,0.1,0.1
"ENSG00000276232","SCARNA10",0.1,0.558333333333333,0.76,0.1,0.9
"ENSG00000252727","SCARNA11",0.1,0.1,0.1,0.1,0.1
"ENSG00000238795","SCARNA12",0.1,0.625,0.36,0.7,2.8
"ENSG00000252481","SCARNA13",3.1,0.3,0.58,0.5,0.55
"ENSG00000252712","SCARNA14",0.1,0.1,0.1,0.1,0.1
"ENSG00000252218","SCARNA15",0.1,0.1,0.1,0.1,0.1
"ENSG00000252923","SCARNA16",0.1,1.56666666666667,1.22,1.76666666666667,0.1
"ENSG00000252143","SCARNA17",0.1,0.358333333333333,0.1,0.1,0.1
"ENSG00000238835","SCARNA18",0.1,0.1,0.1,0.1,0.1
"ENSG00000270066","SCARNA2",0.1,0.1,0.1,0.1,0.1
"ENSG00000252722","SCARNA20",0.1,0.1,0.1,0.1,42.35
"ENSG00000251866","SCARNA21",0.1,0.1,0.1,0.1,0.1
"ENSG00000249784","SCARNA22",0.1,0.1,0.1,0.1,0.1
"ENSG00000251869","SCARNA23",0.1,0.1,0.1,0.1,0.1
"ENSG00000252906","SCARNA3",0.1,0.1,0.1,0.1,0.1
"ENSG00000281394","SCARNA4",0.1,0.1,0.1,0.1,0.1
"ENSG00000252010","SCARNA5",0.1,0.808333333333333,0.5,1.26666666666667,1.05
"ENSG00000251791","SCARNA6",0.1,0.241666666666667,0.1,1.1,0.1
"ENSG00000238741","SCARNA7",0.1,0.483333333333333,0.82,1.73333333333333,0.5
"ENSG00000251733","SCARNA8",0.1,0.1,0.1,0.1,0.1
"ENSG00000254911","SCARNA9",5.3,1.675,2.12,1.93333333333333,0.9
"ENSG00000143653","SCCPDH",12.7,9.95,10.64,2.56666666666667,2.1
"ENSG00000099194","SCD",21.3,125.483333333333,326.98,15.4333333333333,7.05
"ENSG00000145284","SCD5",36.6,87.725,97.4,1.4,4.95
"ENSG00000136155","SCEL",0.1,0.1,0.1,0.1,0.1
"ENSG00000092108","SCFD1",12.5,6.11666666666667,5.48,7.13333333333333,2.85
"ENSG00000184178","SCFD2",2.3,1.36666666666667,1.58,1.33333333333333,0.45
"ENSG00000171951","SCG2",196.2,3.86666666666667,5.78,0.166666666666667,3.2
"ENSG00000104112","SCG3",59.5,139.308333333333,17.92,0.6,3
"ENSG00000277614","SCG5",93,1.10833333333333,17.36,0.2,2.8
"ENSG00000149021","SCGB1A1",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000268751","SCGB1B2P",0.1,0.191666666666667,0.1,0.133333333333333,0.1
"ENSG00000188076","SCGB1C1",0.1,0.1,0.1,0.1,0.1
"ENSG00000168515","SCGB1D1",0.1,0.1,0.1,0.1,0.1
"ENSG00000124935","SCGB1D2",0.1,0.65,0.1,0.1,0.1
"ENSG00000197745","SCGB1D4",0.1,0.1,0.1,0.1,0.1
"ENSG00000124939","SCGB2A1",3.1,0.1,0.1,0.1,0.1
"ENSG00000110484","SCGB2A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000205209","SCGB2B2",0.1,0.258333333333333,0.16,0.1,0.1
"ENSG00000269811","SCGB2B3P",0.1,0.1,0.1,0.1,0.1
"ENSG00000161055","SCGB3A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000164265","SCGB3A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000079689","SCGN",2.2,0.1,0.1,0.1,0.1
"ENSG00000151967","SCHIP1",23.4,13.5333333333333,37.12,1.4,2.25
"ENSG00000161929","SCIMP",0.1,0.191666666666667,1.1,15.5333333333333,0.15
"ENSG00000006747","SCIN",0.8,0.65,3.5,27.6333333333333,0.4
"ENSG00000151466","SCLT1",1.4,1.975,3.26,2.16666666666667,2.25
"ENSG00000132330","SCLY",0.1,0.241666666666667,0.1,0.1,0.1
"ENSG00000010803","SCMH1",2.7,2.125,1,1.1,2.3
"ENSG00000047634","SCML1",2.9,4.88333333333333,2.58,8.23333333333333,2.65
"ENSG00000102098","SCML2",0.5,0.208333333333333,0.38,0.433333333333333,0.1
"ENSG00000146285","SCML4",0.1,0.1,0.1,0.1,0.1
"ENSG00000185313","SCN10A",0.1,0.1,0.1,0.1,0.1
"ENSG00000168356","SCN11A",0.1,0.533333333333333,0.1,0.1,0.1
"ENSG00000144285","SCN1A",18.5,0.15,2.36,0.1,0.5
"ENSG00000105711","SCN1B",0.1,0.116666666666667,0.14,0.2,0.1
"ENSG00000136531","SCN2A",33.5,0.241666666666667,1.78,0.1,1.15
"ENSG00000149575","SCN2B",3.6,1,0.42,0.1,0.35
"ENSG00000153253","SCN3A",13.1,0.325,2.66,0.133333333333333,0.4
"ENSG00000166257","SCN3B",33.5,0.55,0.74,0.733333333333333,2.1
"ENSG00000007314","SCN4A",0.1,0.1,0.1,0.1,0.1
"ENSG00000177098","SCN4B",3.6,4.13333333333333,0.34,0.133333333333333,1.15
"ENSG00000183873","SCN5A",0.2,0.1,0.1,0.1,0.15
"ENSG00000136546","SCN7A",3.6,0.1,0.36,0.1,0.1
"ENSG00000196876","SCN8A",12.1,0.416666666666667,0.56,0.1,0.45
"ENSG00000169432","SCN9A",1.6,0.1,0.86,0.266666666666667,0.1
"ENSG00000163156","SCNM1",0.1,1.25,1.68,0.3,0.25
"ENSG00000111319","SCNN1A",0.1,0.1,0.1,0.1,0.1
"ENSG00000168447","SCNN1B",0.1,0.1,0.1,0.1,0.1
"ENSG00000162572","SCNN1D",0.1,0.1,0.1,0.1,0.1
"ENSG00000166828","SCNN1G",0.1,0.1,0.1,0.1,0.1
"ENSG00000133028","SCO1",2.4,2.175,0.82,0.766666666666667,0.25
"ENSG00000130489","SCO2",0.1,0.191666666666667,0.1,0.966666666666667,0.5
"ENSG00000153130","SCOC",29.3,6.65833333333333,8.48,1.76666666666667,2
"ENSG00000116171","SCP2",33.2,38.9833333333333,29.78,30.8333333333333,14.95
"ENSG00000121064","SCPEP1",7.7,6.25833333333333,4.82,11.4666666666667,3.25
"ENSG00000164106","SCRG1",25.2,106.766666666667,58.36,1.46666666666667,4.8
"ENSG00000180900","SCRIB",0.1,0.15,0.12,0.1,0.1
"ENSG00000136193","SCRN1",38.5,34.9166666666667,18.34,7.7,5
"ENSG00000141295","SCRN2",0.1,0.191666666666667,0.1,0.1,0.2
"ENSG00000144306","SCRN3",8.7,9.075,7.24,2.33333333333333,2.05
"ENSG00000261678","SCRT1",0.1,0.108333333333333,0.1,0.1,0.15
"ENSG00000215397","SCRT2",0.1,0.1,0.1,0.1,0.1
"ENSG00000070031","SCT",0.1,0.1,0.1,0.1,0.1
"ENSG00000080293","SCTR",0.1,0.1,0.1,0.1,0.1
"ENSG00000159307","SCUBE1",0.1,0.241666666666667,0.1,0.1,0.1
"ENSG00000175356","SCUBE2",0.9,1.05833333333333,1.14,0.1,0.4
"ENSG00000146197","SCUBE3",0.4,0.566666666666667,0.72,0.5,0.15
"ENSG00000142186","SCYL1",0.3,0.608333333333333,0.16,0.3,0.75
"ENSG00000136021","SCYL2",7.8,4.84166666666667,3.94,7.86666666666667,1.7
"ENSG00000000457","SCYL3",2.1,1.74166666666667,1.4,1.96666666666667,0.65
"ENSG00000198301","SDAD1",6.4,1.90833333333333,2.26,2.23333333333333,0.65
"ENSG00000115884","SDC1",0.1,0.1,0.1,0.1,0.1
"ENSG00000169439","SDC2",5.5,34.0333333333333,0.78,2.46666666666667,1.8
"ENSG00000162512","SDC3",3.7,17.45,9,1.36666666666667,5.05
"ENSG00000124145","SDC4",2.2,37.7333333333333,0.42,0.133333333333333,0.35
"ENSG00000214161","SDC4P",0.1,0.1,0.1,0.1,0.1
"ENSG00000137575","SDCBP",19.2,18.7416666666667,12.06,78.4666666666667,13.75
"ENSG00000125775","SDCBP2",0.1,1.20833333333333,0.58,0.1,0.1
"ENSG00000165689","SDCCAG3",1.3,0.983333333333333,0.82,0.866666666666667,0.2
"ENSG00000054282","SDCCAG8",0.1,4.5,13.58,7.1,0.1
"ENSG00000132581","SDF2",10.8,10.5583333333333,7.26,7.63333333333333,1.95
"ENSG00000128228","SDF2L1",0.1,0.141666666666667,0.1,0.3,0.1
"ENSG00000078808","SDF4",0.1,0.833333333333333,0.16,0.266666666666667,0.55
"ENSG00000073578","SDHA",4.6,8.06666666666667,6.34,2.76666666666667,2.05
"ENSG00000205138","SDHAF1",2.8,0.741666666666667,1.34,0.333333333333333,0.65
"ENSG00000167985","SDHAF2",3.7,3.64166666666667,2.72,4.46666666666667,2.85
"ENSG00000185485","SDHAP1",0.9,0.483333333333333,0.3,0.466666666666667,0.45
"ENSG00000215837","SDHAP2",1.2,1.44166666666667,0.88,1.66666666666667,0.9
"ENSG00000185986","SDHAP3",2.9,2.49166666666667,0.94,2.06666666666667,0.5
"ENSG00000117118","SDHB",23,17.8916666666667,14.26,9.83333333333333,6.4
"ENSG00000143252","SDHC",6.2,6.66666666666667,5.32,2.1,0.95
"ENSG00000204370","SDHD",11.8,16.525,9.06,8.83333333333333,4.35
"ENSG00000146555","SDK1",0.2,0.141666666666667,0.1,0.666666666666667,0.15
"ENSG00000069188","SDK2",0.6,0.433333333333333,0.12,0.1,0.15
"ENSG00000168497","SDPR",0.5,0.133333333333333,0.1,0.1,65.15
"ENSG00000170786","SDR16C5",0.3,0.1,0.1,0.1,0.1
"ENSG00000100445","SDR39U1",4.4,2.30833333333333,1.54,0.1,0.7
"ENSG00000184860","SDR42E1",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000170426","SDR9C7",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000135094","SDS",0.1,3.28333333333333,0.1,0.1,0.1
"ENSG00000139410","SDSL",0.1,0.225,0.1,0.1,0.1
"ENSG00000274529","SEBOX",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000140612","SEC11A",9.8,16.9583333333333,28.68,37.8666666666667,7.6
"ENSG00000166562","SEC11C",32.1,23.7916666666667,20.12,4.4,2.15
"ENSG00000157020","SEC13",1.5,5.38333333333333,4.28,6.03333333333333,3.35
"ENSG00000129657","SEC14L1",11.6,22.5583333333333,6.9,19.4333333333333,32.45
"ENSG00000100003","SEC14L2",1.3,6.6,1.38,0.166666666666667,0.35
"ENSG00000100012","SEC14L3",0.1,0.1,0.1,0.1,0.1
"ENSG00000133488","SEC14L4",0.1,0.1,0.1,0.1,0.1
"ENSG00000103184","SEC14L5",0.4,0.133333333333333,3.1,0.1,0.15
"ENSG00000214491","SEC14L6",0.1,0.233333333333333,0.1,0.1,0.1
"ENSG00000148396","SEC16A",2,2.55833333333333,1.24,3.06666666666667,1.45
"ENSG00000120341","SEC16B",0.2,0.191666666666667,0.1,0.133333333333333,0.1
"ENSG00000121542","SEC22A",2.9,1.56666666666667,1.66,0.833333333333333,1.6
"ENSG00000265808","SEC22B",8.6,7.26666666666667,7.8,5.93333333333333,5.3
"ENSG00000093183","SEC22C",3,4.50833333333333,7.38,0.1,0.1
"ENSG00000100934","SEC23A",6.4,2.76666666666667,1.62,3.73333333333333,1.55
"ENSG00000101310","SEC23B",7.3,8.375,6.36,6.4,2.35
"ENSG00000107651","SEC23IP",2.2,1.76666666666667,1.62,2.2,0.75
"ENSG00000113615","SEC24A",5,3.60833333333333,2.98,5.16666666666667,2.3
"ENSG00000138802","SEC24B",11.6,8.78333333333333,5.52,10.0666666666667,5.9
"ENSG00000176986","SEC24C",1.3,2.2,1.42,3.3,1.2
"ENSG00000150961","SEC24D",0.8,0.475,1.66,4.46666666666667,1.75
"ENSG00000138674","SEC31A",16.7,10.7583333333333,10.08,15.0333333333333,7.85
"ENSG00000075826","SEC31B",1.5,1.45,0.78,0.633333333333333,0.1
"ENSG00000058262","SEC61A1",6.5,12.1083333333333,5.34,6.96666666666667,2.85
"ENSG00000065665","SEC61A2",24.2,10.7083333333333,8.82,2,1.65
"ENSG00000106803","SEC61B",20.9,10.4083333333333,14.04,17.8666666666667,4.9
"ENSG00000132432","SEC61G",83.6,17.6166666666667,28.42,25.3,16.3
"ENSG00000008952","SEC62",18.1,13.3916666666667,16.64,7.5,3.7
"ENSG00000025796","SEC63",6.6,4.075,5.86,4.7,2.4
"ENSG00000187742","SECISBP2",6.2,3.25833333333333,3.96,4.5,2.2
"ENSG00000138593","SECISBP2L",10.7,8.425,27.48,4.5,3.25
"ENSG00000141574","SECTM1",0.1,0.1,0.1,0.1,0.15
"ENSG00000085415","SEH1L",13.4,4.31666666666667,6.64,7.53333333333333,1.65
"ENSG00000071537","SEL1L",6.6,5.81666666666667,5.88,8.7,1.95
"ENSG00000101251","SEL1L2",0.1,0.1,0.1,0.1,0.1
"ENSG00000091490","SEL1L3",3.4,4.28333333333333,0.98,0.133333333333333,0.25
"ENSG00000007908","SELE",0.1,0.141666666666667,0.1,0.1,5
"ENSG00000143416","SELENBP1",0.3,22.5,0.48,2.83333333333333,3
"ENSG00000113811","SELK",35.1,56.475,46.22,77.7666666666667,25.65
"ENSG00000188404","SELL",0.2,0.166666666666667,0.78,4.36666666666667,0.45
"ENSG00000198832","SELM",0.5,0.591666666666667,0.28,0.133333333333333,0.25
"ENSG00000073169","SELO",0.1,0.15,0.1,0.1,0.1
"ENSG00000174175","SELP",0.2,0.1,0.1,0.1,0.1
"ENSG00000110876","SELPLG",0.3,0.375,1.2,18,0.35
"ENSG00000198843","SELT",17.5,14.325,12.74,9.33333333333333,3.5
"ENSG00000186838","SELV",0.1,0.116666666666667,0.16,0.1,0.1
"ENSG00000075213","SEMA3A",1.5,1.38333333333333,0.1,0.1,0.1
"ENSG00000012171","SEMA3B",0.1,0.191666666666667,0.12,0.1,0.1
"ENSG00000075223","SEMA3C",1.1,0.108333333333333,1.98,0.1,0.1
"ENSG00000153993","SEMA3D",0.1,0.675,0.1,0.1,0.1
"ENSG00000170381","SEMA3E",0.7,0.1,0.28,0.1,0.15
"ENSG00000001617","SEMA3F",0.1,0.1,0.1,0.1,0.1
"ENSG00000010319","SEMA3G",0.1,0.1,0.1,0.1,3.1
"ENSG00000196189","SEMA4A",1.4,10.4,0.14,0.366666666666667,0.7
"ENSG00000185033","SEMA4B",0.5,5.25,0.16,0.1,0.45
"ENSG00000168758","SEMA4C",0.1,0.475,0.52,0.3,0.25
"ENSG00000187764","SEMA4D",2.2,4.18333333333333,11.68,9.93333333333333,0.85
"ENSG00000135622","SEMA4F",1.7,0.525,0.26,0.133333333333333,0.3
"ENSG00000095539","SEMA4G",2.1,0.808333333333333,0.12,0.1,0.2
"ENSG00000112902","SEMA5A",3.2,1.49166666666667,8.34,0.133333333333333,1.7
"ENSG00000082684","SEMA5B",1.2,0.225,0.64,0.1,0.3
"ENSG00000092421","SEMA6A",1.9,2.99166666666667,8.3,0.3,3.15
"ENSG00000167680","SEMA6B",0.1,0.1,0.1,0.1,0.2
"ENSG00000143434","SEMA6C",0.2,0.116666666666667,0.14,0.1,0.35
"ENSG00000137872","SEMA6D",13.3,15.1916666666667,12.46,13.8666666666667,1
"ENSG00000138623","SEMA7A",0.2,0.141666666666667,0.42,1.16666666666667,0.2
"ENSG00000124233","SEMG1",0.1,0.1,0.1,0.1,0.1
"ENSG00000124157","SEMG2",0.1,0.1,0.1,0.1,0.1
"ENSG00000079387","SENP1",2,1.91666666666667,2.18,2.23333333333333,1.55
"ENSG00000163904","SENP2",8.6,6.35833333333333,8.68,5.4,2.65
"ENSG00000161956","SENP3",0.1,2.24166666666667,0.78,0.1,1
"ENSG00000277957","SENP3-EIF4A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000119231","SENP5",6.7,3.83333333333333,3.88,5.46666666666667,1.15
"ENSG00000112701","SENP6",6.3,5.525,7.76,7.63333333333333,4.3
"ENSG00000138468","SENP7",9.8,6.475,6.64,4.53333333333333,3.15
"ENSG00000166192","SENP8",1.2,1.875,0.48,0.3,0.3
"ENSG00000086475","SEPHS1",3.8,3.73333333333333,2.52,1.36666666666667,1.65
"ENSG00000179918","SEPHS2",10.7,8.36666666666667,4.44,5.06666666666667,2.9
"ENSG00000162430","SEPN1",0.7,5.81666666666667,1.44,2.03333333333333,5.2
"ENSG00000250722","SEPP1",3.8,22.85,95.84,46.3333333333333,30.75
"ENSG00000109618","SEPSECS",0.6,0.775,1.2,0.6,0.15
"ENSG00000214765","SEPT7P2",4.8,2.29166666666667,3.96,2.13333333333333,1.65
"ENSG00000178980","SEPW1",24.3,25.125,44.2,3.4,32.5
"ENSG00000122335","SERAC1",2.7,1.075,1.7,0.7,0.5
"ENSG00000142864","SERBP1",8.5,5.38333333333333,6,7.53333333333333,2.6
"ENSG00000275581","SERF1A",0.1,0.658333333333333,0.76,0.1,0.1
"ENSG00000205572","SERF1B",9,4.125,4.84,1.46666666666667,2.6
"ENSG00000140264","SERF2",2.5,4.75833333333333,3.46,3.83333333333333,2.5
"ENSG00000129158","SERGEF",5.3,2.2,1.28,0.5,0.9
"ENSG00000172250","SERHL",0.2,0.125,0.1,0.1,0.1
"ENSG00000183569","SERHL2",0.1,0.383333333333333,0.24,0.1,0.1
"ENSG00000111897","SERINC1",329.8,70.3166666666667,136.72,51.5666666666667,35.6
"ENSG00000168528","SERINC2",0.1,0.1,0.1,0.1,0.15
"ENSG00000132824","SERINC3",59.1,36.8583333333333,39.84,17.5333333333333,35.55
"ENSG00000184716","SERINC4",0.1,0.1,0.1,0.1,0.1
"ENSG00000164300","SERINC5",2.7,3.98333333333333,11.54,1.73333333333333,9.7
"ENSG00000120742","SERP1",7.2,12.1583333333333,4.98,14.2333333333333,3.2
"ENSG00000151778","SERP2",17.9,3.00833333333333,5.68,0.2,4
"ENSG00000197249","SERPINA1",0.1,0.333333333333333,1.5,11.9666666666667,0.1
"ENSG00000140093","SERPINA10",0.1,0.1,0.1,0.1,0.1
"ENSG00000186910","SERPINA11",0.1,0.1,0.1,0.1,0.1
"ENSG00000165953","SERPINA12",0.1,0.1,0.1,0.1,0.1
"ENSG00000273259","SERPINA3",0.8,3.54166666666667,0.32,0.1,0.95
"ENSG00000100665","SERPINA4",0.1,0.1,0.1,0.1,0.1
"ENSG00000188488","SERPINA5",0.1,0.141666666666667,0.1,0.1,0.1
"ENSG00000277405","SERPINA6",0.1,0.1,0.1,0.1,0.1
"ENSG00000123561","SERPINA7",0.1,0.1,0.1,0.1,0.1
"ENSG00000170054","SERPINA9",0.1,0.1,0.1,0.1,0.1
"ENSG00000021355","SERPINB1",0.4,1.98333333333333,4.06,11.2666666666667,6.5
"ENSG00000242550","SERPINB10",0.1,0.1,0.1,0.1,0.1
"ENSG00000206072","SERPINB11",0.1,0.1,0.1,0.1,0.1
"ENSG00000166634","SERPINB12",0.1,0.1,0.1,0.1,0.1
"ENSG00000197641","SERPINB13",0.1,0.125,0.1,0.1,0.1
"ENSG00000197632","SERPINB2",0.1,0.1,0.1,0.266666666666667,0.1
"ENSG00000057149","SERPINB3",0.1,0.1,0.1,0.1,0.1
"ENSG00000206073","SERPINB4",0.1,0.1,0.1,0.1,0.1
"ENSG00000206075","SERPINB5",0.1,0.1,0.1,0.1,0.1
"ENSG00000124570","SERPINB6",2.6,7.41666666666667,7.14,11.8,16.75
"ENSG00000166396","SERPINB7",0.1,0.1,0.1,0.1,0.1
"ENSG00000166401","SERPINB8",0.8,0.266666666666667,1.74,3.63333333333333,1.55
"ENSG00000170542","SERPINB9",3.3,2.225,3.08,51.0333333333333,4.4
"ENSG00000117601","SERPINC1",0.3,0.116666666666667,0.1,0.1,0.1
"ENSG00000099937","SERPIND1",0.3,0.125,0.12,0.233333333333333,0.15
"ENSG00000106366","SERPINE1",0.4,0.191666666666667,0.74,3.26666666666667,6.95
"ENSG00000135919","SERPINE2",14.2,141.458333333333,18.18,0.5,1.7
"ENSG00000253309","SERPINE3",0.1,0.1,0.1,0.1,0.1
"ENSG00000132386","SERPINF1",5.2,0.625,2.18,8.9,0.55
"ENSG00000276838","SERPINF2",0.1,0.1,0.1,0.1,0.1
"ENSG00000149131","SERPING1",4.7,9.09166666666667,1.6,9.33333333333333,16.25
"ENSG00000149257","SERPINH1",0.1,1.39166666666667,0.16,0.566666666666667,2.4
"ENSG00000163536","SERPINI1",69.4,8.73333333333333,13.42,0.566666666666667,3.6
"ENSG00000114204","SERPINI2",0.1,0.141666666666667,0.12,0.1,0.1
"ENSG00000197019","SERTAD1",0.1,0.566666666666667,1.66,4.6,7.3
"ENSG00000179833","SERTAD2",3.6,2.34166666666667,5.42,5.46666666666667,2.25
"ENSG00000167565","SERTAD3",0.2,0.716666666666667,2.64,3.03333333333333,1.1
"ENSG00000082497","SERTAD4",0.3,0.108333333333333,0.32,0.1,0.1
"ENSG00000180440","SERTM1",19.7,0.133333333333333,0.14,0.1,0.2
"ENSG00000080546","SESN1",13.1,6.90833333333333,7.22,16.8,2.9
"ENSG00000130766","SESN2",0.2,0.383333333333333,0.2,0.933333333333333,0.1
"ENSG00000149212","SESN3",26.9,36.7,6.62,16.1666666666667,6.25
"ENSG00000187231","SESTD1",10.5,5.15833333333333,13,0.366666666666667,3.15
"ENSG00000119335","SET",53.8,17.3083333333333,49.88,21.2,6.9
"ENSG00000152217","SETBP1",5.5,1.03333333333333,0.74,1.4,0.7
"ENSG00000099381","SETD1A",0.1,0.258333333333333,0.16,0.2,0.25
"ENSG00000139718","SETD1B",0.3,0.3,0.18,0.233333333333333,0.4
"ENSG00000181555","SETD2",12.1,8.78333333333333,13.28,11.5333333333333,5.2
"ENSG00000183576","SETD3",7.9,10.5166666666667,9.64,7,5.35
"ENSG00000185917","SETD4",2.1,1.84166666666667,2.04,0.8,0.5
"ENSG00000168137","SETD5",9.3,7.9,8.32,7.8,4.6
"ENSG00000103037","SETD6",6.4,0.766666666666667,0.76,0.1,0.1
"ENSG00000145391","SETD7",6,4.01666666666667,4.86,2.76666666666667,2.75
"ENSG00000183955","SETD8",1.1,1.39166666666667,1.24,2.4,0.6
"ENSG00000155542","SETD9",0.6,0.841666666666667,2.7,1.9,0.55
"ENSG00000143379","SETDB1",1.6,1.98333333333333,2.94,2.36666666666667,0.6
"ENSG00000136169","SETDB2",1.9,1.15,1.2,1.03333333333333,0.85
"ENSG00000170364","SETMAR",3,1.38333333333333,2.16,1.36666666666667,0.15
"ENSG00000107290","SETX",7.2,6.53333333333333,6.22,17.5,2.9
"ENSG00000063015","SEZ6",4.1,0.291666666666667,0.28,0.1,0.3
"ENSG00000100095","SEZ6L",16,0.958333333333333,6.78,0.266666666666667,0.65
"ENSG00000174938","SEZ6L2",0.6,0.116666666666667,0.26,0.1,0.2
"ENSG00000168066","SF1",9.2,7.64166666666667,7.3,15.4666666666667,4.85
"ENSG00000099995","SF3A1",3.4,4.575,1.88,2.93333333333333,2.45
"ENSG00000104897","SF3A2",0.1,0.108333333333333,0.1,0.1,0.35
"ENSG00000183431","SF3A3",6.1,4.85833333333333,5.28,10.1666666666667,1.7
"ENSG00000115524","SF3B1",41,35.2166666666667,35.28,66.3,15
"ENSG00000087365","SF3B2",9,16.4583333333333,12.02,12.5,4.5
"ENSG00000189091","SF3B3",6.2,3.86666666666667,3.26,3.06666666666667,2.1
"ENSG00000143368","SF3B4",1.3,1.13333333333333,1.44,2.16666666666667,1.4
"ENSG00000169976","SF3B5",2.2,3.83333333333333,2.68,4.73333333333333,4.1
"ENSG00000198089","SFI1",0.1,0.141666666666667,0.1,0.133333333333333,0.2
"ENSG00000163935","SFMBT1",2.7,1.4,1.02,2.33333333333333,0.65
"ENSG00000198879","SFMBT2",1.5,4.10833333333333,1.94,24.5333333333333,0.8
"ENSG00000175793","SFN",0.1,0.1,0.1,0.1,0.1
"ENSG00000116560","SFPQ",22.6,15.1416666666667,18.48,55.7,9.7
"ENSG00000156384","SFR1",1.1,1.46666666666667,4.74,1.23333333333333,1.3
"ENSG00000104332","SFRP1",7.2,1.025,13.82,0.2,0.25
"ENSG00000145423","SFRP2",0.1,1.31666666666667,0.12,0.1,0.2
"ENSG00000106483","SFRP4",0.1,0.166666666666667,0.44,0.1,0.1
"ENSG00000120057","SFRP5",0.1,0.1,0.1,0.1,0.1
"ENSG00000061936","SFSWAP",3.2,3.55833333333333,3.92,3.63333333333333,2.05
"ENSG00000198818","SFT2D1",6.6,14.5166666666667,18.28,10.1,4.1
"ENSG00000213064","SFT2D2",0.1,5.56666666666667,5.62,15.9,2.65
"ENSG00000173349","SFT2D3",1.1,1.36666666666667,0.96,1.36666666666667,0.95
