"","gene","Neuron","Astrocyte","Oligodendrocyte","Microglia","Endothelial"
"ENSG00000225383","SFTA1P",1,0.525,0.1,0.1,1.05
"ENSG00000230072","SFTA2",0.1,0.1,0.1,0.1,0.1
"ENSG00000229415","SFTA3",0.1,0.158333333333333,0.1,0.1,0.1
"ENSG00000122852","SFTPA1",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000185303","SFTPA2",0.1,0.1,0.1,0.1,0.1
"ENSG00000168878","SFTPB",0.1,0.1,0.1,0.1,0.1
"ENSG00000168484","SFTPC",0.1,0.1,0.1,0.1,0.1
"ENSG00000133661","SFTPD",0.1,0.241666666666667,0.1,0.2,0.1
"ENSG00000164466","SFXN1",5.7,4.175,1.9,0.8,0.3
"ENSG00000156398","SFXN2",0.3,0.333333333333333,0.46,2.86666666666667,0.1
"ENSG00000107819","SFXN3",4.1,1.75833333333333,2.82,1.8,1.55
"ENSG00000183605","SFXN4",5.6,2.43333333333333,1.64,0.9,0.45
"ENSG00000144040","SFXN5",0.5,13.5833333333333,0.22,0.2,0.5
"ENSG00000108823","SGCA",0.1,0.1,0.1,0.1,0.15
"ENSG00000163069","SGCB",17,15.1,21.46,4.4,5.75
"ENSG00000170624","SGCD",1.6,7.775,3,0.133333333333333,0.3
"ENSG00000127990","SGCE",8.9,22.5583333333333,20.68,0.533333333333333,5.2
"ENSG00000102683","SGCG",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000185053","SGCZ",2.4,1.00833333333333,0.3,0.1,0.1
"ENSG00000118473","SGIP1",20.4,8.88333333333333,3.84,0.166666666666667,2.7
"ENSG00000118515","SGK1",42.8,5.475,108.32,592.566666666667,19.95
"ENSG00000101049","SGK2",0.1,0.175,1.92,0.1,0.1
"ENSG00000275342","SGK223",0.1,0.308333333333333,0.1,0.266666666666667,0.2
"ENSG00000104205","SGK3",0.9,5.45833333333333,3.14,2.63333333333333,0.1
"ENSG00000167524","SGK494",4.9,0.6,0.42,0.4,0.2
"ENSG00000198964","SGMS1",3.2,3.94166666666667,6.5,5.96666666666667,9.3
"ENSG00000164023","SGMS2",0.5,0.383333333333333,0.36,0.1,0.2
"ENSG00000129810","SGOL1",0.1,0.233333333333333,0.34,0.2,0.1
"ENSG00000163535","SGOL2",0.4,0.475,0.32,0.266666666666667,0.3
"ENSG00000166224","SGPL1",3.9,10.025,6.32,5.76666666666667,4.25
"ENSG00000126821","SGPP1",2.4,1.69166666666667,2.02,2.43333333333333,0.2
"ENSG00000163082","SGPP2",1.2,0.125,0.1,0.1,4.9
"ENSG00000181523","SGSH",0.1,0.333333333333333,0.1,0.133333333333333,0.15
"ENSG00000167037","SGSM1",2.2,0.1,0.26,0.166666666666667,0.25
"ENSG00000141258","SGSM2",0.3,0.75,0.18,0.266666666666667,0.45
"ENSG00000100359","SGSM3",0.2,0.225,0.14,0.1,0.2
"ENSG00000104969","SGTA",0.1,0.633333333333333,0.14,0.366666666666667,0.75
"ENSG00000197860","SGTB",9.5,2.06666666666667,1.54,0.666666666666667,0.85
"ENSG00000178188","SH2B1",0.3,0.516666666666667,0.24,0.233333333333333,0.3
"ENSG00000160999","SH2B2",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000111252","SH2B3",1.1,0.591666666666667,1.92,28.4,1.1
"ENSG00000183918","SH2D1A",0.1,0.1,0.1,0.1,0.1
"ENSG00000198574","SH2D1B",0.1,0.1,0.1,0.1,0.1
"ENSG00000027869","SH2D2A",0.2,0.1,0.1,0.266666666666667,0.1
"ENSG00000125731","SH2D3A",0.1,0.1,0.1,0.1,0.1
"ENSG00000095370","SH2D3C",0.1,0.183333333333333,0.1,0.166666666666667,2.9
"ENSG00000104611","SH2D4A",0.1,0.483333333333333,0.48,0.466666666666667,0.15
"ENSG00000178217","SH2D4B",0.2,0.1,0.1,0.1,0.1
"ENSG00000189410","SH2D5",2.1,0.108333333333333,0.12,0.1,0.1
"ENSG00000152292","SH2D6",0.3,0.108333333333333,0.14,0.1,0.1
"ENSG00000183476","SH2D7",0.1,0.1,0.1,0.1,0.1
"ENSG00000185437","SH3BGR",3.2,7.66666666666667,7.4,0.5,0.35
"ENSG00000131171","SH3BGRL",48.8,42.1,32.34,48.5333333333333,18.1
"ENSG00000198478","SH3BGRL2",9.9,3.95833333333333,4.86,0.266666666666667,5
"ENSG00000142669","SH3BGRL3",1.5,8.68333333333333,2.9,9.73333333333333,21.75
"ENSG00000100092","SH3BP1",0.1,0.1,0.1,0.4,0.2
"ENSG00000087266","SH3BP2",0.1,1.80833333333333,0.16,2.66666666666667,0.15
"ENSG00000130147","SH3BP4",0.2,1.81666666666667,5.26,0.266666666666667,10.3
"ENSG00000131370","SH3BP5",9.8,0.583333333333333,6.44,1.1,2.3
"ENSG00000175137","SH3BP5L",0.2,0.158333333333333,0.18,0.1,0.1
"ENSG00000109686","SH3D19",2.9,2.49166666666667,11.96,0.966666666666667,4.6
"ENSG00000214193","SH3D21",0.1,0.125,0.1,0.1,0.1
"ENSG00000141985","SH3GL1",0.1,0.283333333333333,0.1,0.4,0.25
"ENSG00000266777","SH3GL1P1",0.1,0.125,0.1,0.1,0.2
"ENSG00000264943","SH3GL1P2",0.1,0.125,0.1,0.1,0.1
"ENSG00000107295","SH3GL2",18.5,0.758333333333333,0.82,0.2,0.7
"ENSG00000140600","SH3GL3",19.8,3.53333333333333,54.52,0.566666666666667,2.4
"ENSG00000097033","SH3GLB1",4.9,12.5083333333333,9.5,10.8,4.05
"ENSG00000148341","SH3GLB2",0.1,0.341666666666667,0.24,0.2,1.05
"ENSG00000147010","SH3KBP1",6.5,0.808333333333333,5.7,15.2333333333333,3.05
"ENSG00000107957","SH3PXD2A",1.9,0.791666666666667,7.88,0.233333333333333,0.95
"ENSG00000174705","SH3PXD2B",0.4,3.61666666666667,1.6,0.3,0.1
"ENSG00000154447","SH3RF1",1.9,4.30833333333333,2.48,0.966666666666667,1.45
"ENSG00000156463","SH3RF2",0.1,0.1,0.1,0.1,0.1
"ENSG00000172985","SH3RF3",1.1,0.891666666666667,0.38,2.8,0.45
"ENSG00000125089","SH3TC1",0.1,0.1,0.1,0.4,0.1
"ENSG00000169247","SH3TC2",0.1,0.216666666666667,4.2,0.1,0.2
"ENSG00000035115","SH3YL1",7.9,4.875,4.98,2.66666666666667,1
"ENSG00000161681","SHANK1",0.1,0.1,0.1,0.1,0.15
"ENSG00000162105","SHANK2",4.7,0.425,0.22,0.1,0.3
"ENSG00000251322","SHANK3",0.3,0.1,0.12,0.1,0.55
"ENSG00000179526","SHARPIN",0.2,0.158333333333333,0.1,0.1,0.25
"ENSG00000107338","SHB",0.2,0.258333333333333,0.42,0.1,0.3
"ENSG00000129214","SHBG",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000160691","SHC1",1,3.50833333333333,1.04,3.5,3.2
"ENSG00000129946","SHC2",0.1,0.233333333333333,0.1,0.1,0.95
"ENSG00000148082","SHC3",5.3,1.49166666666667,1.64,0.5,0.65
"ENSG00000185634","SHC4",0.2,1.24166666666667,2.88,0.1,0.1
"ENSG00000171241","SHCBP1",0.1,0.358333333333333,0.14,0.4,0.1
"ENSG00000157060","SHCBP1L",0.1,0.1,0.1,0.1,0.1
"ENSG00000105251","SHD",0.1,0.1,0.1,0.1,0.1
"ENSG00000169291","SHE",0.1,0.441666666666667,0.1,0.466666666666667,0.9
"ENSG00000138606","SHF",0.4,0.141666666666667,0.1,0.1,0.45
"ENSG00000127922","SHFM1",57.6,39.125,51.2,31,26.25
"ENSG00000164690","SHH",0.1,0.1,0.1,0.1,0.1
"ENSG00000180730","SHISA2",0.3,0.116666666666667,0.6,0.133333333333333,0.1
"ENSG00000178343","SHISA3",0.1,0.1,0.1,0.1,0.3
"ENSG00000198892","SHISA4",0.1,5.35833333333333,1.1,0.233333333333333,0.95
"ENSG00000164054","SHISA5",0.6,1.96666666666667,1.02,0.866666666666667,3.7
"ENSG00000188803","SHISA6",3.4,2.26666666666667,1.4,0.1,0.5
"ENSG00000187902","SHISA7",1.7,0.141666666666667,1.9,0.1,0.25
"ENSG00000234965","SHISA8",0.2,0.1,0.1,0.1,0.1
"ENSG00000237515","SHISA9",19.1,0.291666666666667,2.96,0.133333333333333,0.5
"ENSG00000160410","SHKBP1",0.1,0.116666666666667,0.18,0.3,0.1
"ENSG00000176974","SHMT1",0.8,1.53333333333333,1.54,5.16666666666667,0.25
"ENSG00000182199","SHMT2",1.6,2.125,1.08,0.966666666666667,1.45
"ENSG00000108061","SHOC2",14,6.98333333333333,7.2,12.8666666666667,6.5
"ENSG00000185960","SHOX",0.1,0.1,0.1,0.1,0.1
"ENSG00000168779","SHOX2",0.1,0.1,0.1,0.1,0.1
"ENSG00000197417","SHPK",0.2,1.4,0.3,0.433333333333333,0.7
"ENSG00000146414","SHPRH",5.8,3.04166666666667,3.06,3.06666666666667,1.25
"ENSG00000144736","SHQ1",1,0.583333333333333,0.78,0.6,0.55
"ENSG00000164403","SHROOM1",0.1,0.291666666666667,0.46,0.1,1.3
"ENSG00000146950","SHROOM2",3.6,1.575,1.16,0.1,1.55
"ENSG00000138771","SHROOM3",0.3,1.38333333333333,0.1,0.1,0.1
"ENSG00000158352","SHROOM4",0.2,0.166666666666667,3.56,0.1,3.45
"ENSG00000090402","SI",0.1,0.1,0.1,0.1,0.1
"ENSG00000110013","SIAE",4.4,5.325,3.3,0.3,0.65
"ENSG00000196470","SIAH1",15.1,8.35,12.38,14.7,2.6
"ENSG00000181788","SIAH2",6,3.25,5.16,10.8666666666667,3
"ENSG00000215475","SIAH3",3.6,0.1,0.1,0.1,0.15
"ENSG00000072858","SIDT1",3.1,0.116666666666667,0.24,2.53333333333333,0.35
"ENSG00000149577","SIDT2",0.7,3.89166666666667,1.46,1.86666666666667,1.15
"ENSG00000185187","SIGIRR",0.1,0.225,0.1,0.1,0.45
"ENSG00000088827","SIGLEC1",0.1,0.1,0.1,0.533333333333333,0.1
"ENSG00000142512","SIGLEC10",0.2,0.325,1.7,20.4666666666667,0.2
"ENSG00000161640","SIGLEC11",0.1,0.1,0.1,0.433333333333333,0.1
"ENSG00000254521","SIGLEC12",0.1,0.1,0.1,0.166666666666667,0.1
"ENSG00000254415","SIGLEC14",0.1,0.15,0.88,6.63333333333333,1.1
"ENSG00000197046","SIGLEC15",0.1,0.1,0.1,0.1,0.1
"ENSG00000161643","SIGLEC16",0.1,0.108333333333333,0.1,0.833333333333333,0.1
"ENSG00000105501","SIGLEC5",0.1,0.116666666666667,0.1,1.5,0.1
"ENSG00000105492","SIGLEC6",0.1,0.1,0.1,0.1,0.1
"ENSG00000168995","SIGLEC7",0.1,0.1,0.18,0.933333333333333,0.1
"ENSG00000105366","SIGLEC8",0.1,0.241666666666667,1.46,13.1666666666667,0.15
"ENSG00000129450","SIGLEC9",0.1,0.191666666666667,0.4,2.56666666666667,0.1
"ENSG00000147955","SIGMAR1",5.8,5.825,2.78,1.6,2.2
"ENSG00000142178","SIK1",1.6,1.425,1.04,6.3,4.8
"ENSG00000170145","SIK2",2.8,2.84166666666667,2.28,2.2,1.7
"ENSG00000160584","SIK3",5.1,7.41666666666667,10.18,1.4,1.5
"ENSG00000052723","SIKE1",3.3,2.86666666666667,2.08,0.866666666666667,0.95
"ENSG00000120725","SIL1",0.4,0.833333333333333,0.32,0.4,0.25
"ENSG00000112246","SIM1",0.1,0.1,0.1,0.1,0.1
"ENSG00000159263","SIM2",0.6,0.233333333333333,0.6,0.1,0.1
"ENSG00000169375","SIN3A",3,4.21666666666667,3.64,4.63333333333333,3.2
"ENSG00000127511","SIN3B",0.3,0.491666666666667,0.12,0.2,0.25
"ENSG00000213445","SIPA1",0.1,0.141666666666667,0.1,0.333333333333333,0.25
"ENSG00000197555","SIPA1L1",13.2,9.95,3.64,2.13333333333333,1.75
"ENSG00000116991","SIPA1L2",6.6,1.55833333333333,2.32,16.6,1.55
"ENSG00000105738","SIPA1L3",0.1,0.258333333333333,0.16,0.2,0.15
"ENSG00000198053","SIRPA",11.2,42.8333333333333,5.28,12.9666666666667,2
"ENSG00000101307","SIRPB1",0.3,1.79166666666667,0.32,5.53333333333333,0.35
"ENSG00000196209","SIRPB2",0.1,0.1,0.18,2.13333333333333,0.3
"ENSG00000125900","SIRPD",0.1,0.1,0.1,0.366666666666667,0.1
"ENSG00000089012","SIRPG",0.1,0.15,0.1,0.1,0.15
"ENSG00000096717","SIRT1",3.9,3.55,4.44,8.5,2.65
"ENSG00000068903","SIRT2",0.8,4.43333333333333,7.62,1.03333333333333,2.45
"ENSG00000142082","SIRT3",2.5,2.25,1.26,0.933333333333333,0.95
"ENSG00000089163","SIRT4",0.9,0.408333333333333,0.16,0.233333333333333,0.1
"ENSG00000124523","SIRT5",3.6,1.93333333333333,1.14,1.26666666666667,1.5
"ENSG00000077463","SIRT6",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000187531","SIRT7",0.1,0.241666666666667,0.18,0.6,0.15
"ENSG00000137078","SIT1",0.1,0.1,0.1,0.1,0.1
"ENSG00000184990","SIVA1",0.1,0.225,0.26,0.2,0.55
"ENSG00000126778","SIX1",0.1,0.1,0.1,0.1,0.3
"ENSG00000170577","SIX2",0.1,0.1,0.1,0.1,0.1
"ENSG00000138083","SIX3",0.1,0.1,0.1,0.1,0.1
"ENSG00000100625","SIX4",0.6,0.191666666666667,0.2,0.1,0.25
"ENSG00000177045","SIX5",0.1,0.2,0.1,0.1,0.15
"ENSG00000184302","SIX6",0.1,0.1,0.1,0.1,0.1
"ENSG00000262634","SKA1",0.1,0.116666666666667,0.12,0.1,0.1
"ENSG00000182628","SKA2",8.6,6.975,7.58,1,2.15
"ENSG00000165480","SKA3",0.1,0.1,0.16,0.1,0.3
"ENSG00000141293","SKAP1",0.2,0.1,0.1,0.1,0.1
"ENSG00000005020","SKAP2",3.9,1.10833333333333,3.04,22.7,0.55
"ENSG00000157933","SKI",1.1,1.225,1,3.7,1.3
"ENSG00000136603","SKIL",6,2.64166666666667,6.82,45.2333333333333,2.6
"ENSG00000242267","SKINTL",0.1,0.208333333333333,0.14,0.1,0.1
"ENSG00000206353","SKIV2L",0.1,0.141666666666667,0.1,0.1,0.1
"ENSG00000039123","SKIV2L2",7.1,4.95833333333333,6.58,6,3.25
"ENSG00000188779","SKOR1",0.1,0.1,0.1,0.1,0.1
"ENSG00000113558","SKP1",87.4,31.175,43.66,20.1666666666667,11.3
"ENSG00000145604","SKP2",1.5,2.83333333333333,2.74,2.3,0.45
"ENSG00000155926","SLA",1.6,0.383333333333333,2.16,43.3,0.35
"ENSG00000101082","SLA2",0.1,0.1,0.1,0.1,0.1
"ENSG00000139737","SLAIN1",10.5,10.7833333333333,147.28,2.5,6.1
"ENSG00000109171","SLAIN2",2.8,4.45,5.54,3.9,7.35
"ENSG00000117090","SLAMF1",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000162739","SLAMF6",0.1,0.1,0.1,0.1,0.15
"ENSG00000026751","SLAMF7",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000158714","SLAMF8",0.3,0.233333333333333,0.2,0.866666666666667,0.1
"ENSG00000162723","SLAMF9",0.1,0.133333333333333,0.14,0.1,0.1
"ENSG00000163950","SLBP",12.7,5.63333333333333,4.1,5.73333333333333,4.9
"ENSG00000100652","SLC10A1",0.5,0.216666666666667,0.2,0.933333333333333,0.1
"ENSG00000125255","SLC10A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000126903","SLC10A3",0.1,0.175,0.2,0.233333333333333,0.6
"ENSG00000145248","SLC10A4",6.6,0.116666666666667,0.3,0.133333333333333,0.2
"ENSG00000253598","SLC10A5",1.5,0.175,0.18,0.1,0.1
"ENSG00000145283","SLC10A6",0.1,0.1,0.1,0.1,0.1
"ENSG00000120519","SLC10A7",1.1,1.45833333333333,1.46,1.5,0.5
"ENSG00000018280","SLC11A1",0.1,0.108333333333333,0.24,4.53333333333333,0.1
"ENSG00000110911","SLC11A2",13.7,12.9166666666667,14.92,20.4,1.85
"ENSG00000074803","SLC12A1",0.2,0.1,0.1,0.1,0.1
"ENSG00000064651","SLC12A2",3.6,3.41666666666667,26.34,1.23333333333333,9.1
"ENSG00000070915","SLC12A3",0.1,0.1,0.1,0.1,0.25
"ENSG00000124067","SLC12A4",0.1,2.10833333333333,0.18,0.333333333333333,1.1
"ENSG00000124140","SLC12A5",11.7,0.125,0.12,0.1,0.6
"ENSG00000140199","SLC12A6",8.1,3.93333333333333,4.94,9.9,2.1
"ENSG00000276482","SLC12A7",0.1,0.183333333333333,0.1,0.166666666666667,1.05
"ENSG00000221955","SLC12A8",0.7,0.391666666666667,0.22,0.1,0.1
"ENSG00000146828","SLC12A9",0.1,0.283333333333333,0.1,0.133333333333333,0.1
"ENSG00000081800","SLC13A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000007216","SLC13A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000158296","SLC13A3",0.7,1.86666666666667,0.82,0.1,0.1
"ENSG00000164707","SLC13A4",0.1,0.1,0.1,0.1,0.2
"ENSG00000141485","SLC13A5",0.7,12.6083333333333,0.18,0.1,0.3
"ENSG00000141469","SLC14A1",1.8,29.35,0.24,0.1,0.7
"ENSG00000132874","SLC14A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000088386","SLC15A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000163406","SLC15A2",1.3,14.9666666666667,0.84,9.43333333333333,0.25
"ENSG00000110446","SLC15A3",0.1,0.166666666666667,0.1,1.26666666666667,1.15
"ENSG00000139370","SLC15A4",2.7,2.44166666666667,3,13.2333333333333,1.3
"ENSG00000188991","SLC15A5",0.1,0.175,0.1,0.1,0.1
"ENSG00000155380","SLC16A1",1.7,2.14166666666667,4.54,2.06666666666667,17.05
"ENSG00000112394","SLC16A10",0.4,0.108333333333333,0.82,0.266666666666667,1.45
"ENSG00000174326","SLC16A11",0.1,0.1,0.1,0.1,0.1
"ENSG00000152779","SLC16A12",0.1,0.1,0.1,0.1,0.1
"ENSG00000174327","SLC16A13",0.1,0.4,0.12,0.133333333333333,0.8
"ENSG00000163053","SLC16A14",4.6,0.308333333333333,0.7,0.1,2.65
"ENSG00000147100","SLC16A2",4.9,4.95833333333333,1.08,0.1,6.35
"ENSG00000141526","SLC16A3",0.1,0.1,0.1,0.3,0.1
"ENSG00000168679","SLC16A4",0.8,0.516666666666667,0.24,0.2,6.9
"ENSG00000170190","SLC16A5",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000108932","SLC16A6",1.4,0.208333333333333,0.18,0.433333333333333,1.7
"ENSG00000118596","SLC16A7",4.4,0.2,1.34,0.166666666666667,0.4
"ENSG00000100156","SLC16A8",0.1,0.1,0.1,0.1,0.1
"ENSG00000165449","SLC16A9",1.3,8.95,0.48,0.1,0.1
"ENSG00000124568","SLC17A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000112337","SLC17A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000124564","SLC17A3",0.1,0.1,0.1,0.1,0.1
"ENSG00000146039","SLC17A4",0.1,0.1,0.1,0.1,0.1
"ENSG00000119899","SLC17A5",4.5,3.46666666666667,2.88,5,1.8
"ENSG00000091664","SLC17A6",1.4,0.1,0.1,0.1,0.1
"ENSG00000104888","SLC17A7",16,0.458333333333333,0.66,0.233333333333333,3.1
"ENSG00000179520","SLC17A8",1.3,0.1,0.2,0.1,0.1
"ENSG00000101194","SLC17A9",0.1,0.1,0.1,0.2,0.1
"ENSG00000036565","SLC18A1",0.1,0.1,0.14,1.2,0.1
"ENSG00000165646","SLC18A2",2.1,1.50833333333333,1.82,1.03333333333333,0.75
"ENSG00000187714","SLC18A3",0.1,0.1,0.1,0.1,0.1
"ENSG00000173638","SLC19A1",0.1,0.125,0.1,0.1,0.3
"ENSG00000117479","SLC19A2",3.1,2.00833333333333,0.9,4.16666666666667,1
"ENSG00000135917","SLC19A3",0.1,0.358333333333333,0.14,0.1,2.55
"ENSG00000106688","SLC1A1",9.9,0.425,4.26,0.1,2.8
"ENSG00000110436","SLC1A2",172,1987.9,51.52,4.4,32.25
"ENSG00000079215","SLC1A3",80.4,972.158333333333,45.28,136.6,17.7
"ENSG00000115902","SLC1A4",9.3,73.075,1.92,4.33333333333333,1.15
"ENSG00000105281","SLC1A5",0.1,0.125,0.4,5.3,0.25
"ENSG00000105143","SLC1A6",0.5,0.1,0.1,0.1,0.15
"ENSG00000162383","SLC1A7",0.1,0.1,0.1,0.1,0.3
"ENSG00000144136","SLC20A1",6.1,10.675,3.26,4.5,1.4
"ENSG00000168575","SLC20A2",3.3,10.5583333333333,6.44,0.5,16.65
"ENSG00000175003","SLC22A1",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000184999","SLC22A10",0.1,0.1,0.1,0.1,0.1
"ENSG00000168065","SLC22A11",0.1,0.1,0.1,0.1,0.1
"ENSG00000197891","SLC22A12",0.1,0.1,0.1,0.1,0.1
"ENSG00000172940","SLC22A13",0.1,0.1,0.1,0.1,0.1
"ENSG00000144671","SLC22A14",0.1,0.1,0.1,0.1,0.1
"ENSG00000163393","SLC22A15",1.3,0.766666666666667,4.38,0.1,0.1
"ENSG00000004809","SLC22A16",0.1,0.125,0.1,0.1,0.1
"ENSG00000092096","SLC22A17",3.2,2.34166666666667,1.46,0.1,0.85
"ENSG00000110628","SLC22A18",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000274454","SLC22A18AS",0.1,0.1,0.1,0.1,0.1
"ENSG00000112499","SLC22A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000197847","SLC22A20",0.1,0.1,0.1,0.1,0.1
"ENSG00000137266","SLC22A23",2.6,2.44166666666667,2.38,2.96666666666667,2.1
"ENSG00000197658","SLC22A24",0.1,0.1,0.1,0.1,0.1
"ENSG00000196600","SLC22A25",0.1,0.1,0.1,0.1,0.1
"ENSG00000146477","SLC22A3",0.8,0.116666666666667,0.24,0.1,0.45
"ENSG00000259803","SLC22A31",0.1,0.1,0.1,0.1,0.1
"ENSG00000197208","SLC22A4",0.5,0.941666666666667,0.26,0.166666666666667,0.45
"ENSG00000197375","SLC22A5",1.5,3.1,0.42,0.166666666666667,2.45
"ENSG00000197901","SLC22A6",0.1,0.658333333333333,0.12,0.1,0.1
"ENSG00000137204","SLC22A7",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000149452","SLC22A8",0.1,0.1,0.1,0.1,0.25
"ENSG00000149742","SLC22A9",0.1,0.1,0.1,0.1,0.3
"ENSG00000170482","SLC23A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000089057","SLC23A2",11.4,9.29166666666667,4.06,5.63333333333333,1.3
"ENSG00000213901","SLC23A3",0.1,0.1,0.1,0.1,0.1
"ENSG00000074621","SLC24A1",1.7,0.558333333333333,0.94,3.76666666666667,0.6
"ENSG00000155886","SLC24A2",24.4,0.758333333333333,28.08,0.466666666666667,0.95
"ENSG00000185052","SLC24A3",12,2.78333333333333,1.52,0.1,0.4
"ENSG00000140090","SLC24A4",1.9,0.241666666666667,0.24,0.566666666666667,0.15
"ENSG00000188467","SLC24A5",0.1,0.1,0.1,0.1,0.1
"ENSG00000100075","SLC25A1",0.1,0.841666666666667,0.24,0.2,0.25
"ENSG00000183048","SLC25A10",0.1,0.125,0.1,0.1,0.1
"ENSG00000108528","SLC25A11",3.8,3.45833333333333,1.78,1.1,2.35
"ENSG00000115840","SLC25A12",18.7,3.56666666666667,2.44,0.866666666666667,1.15
"ENSG00000004864","SLC25A13",2.2,1.59166666666667,3.44,1.26666666666667,0.6
"ENSG00000102078","SLC25A14",8.8,3.29166666666667,2.58,1.16666666666667,0.75
"ENSG00000102743","SLC25A15",0.8,0.508333333333333,0.2,0.1,0.2
"ENSG00000122912","SLC25A16",5.5,3.03333333333333,2.12,2.4,2.7
"ENSG00000100372","SLC25A17",7.6,3.90833333333333,3.38,1.23333333333333,1.6
"ENSG00000182902","SLC25A18",2.4,42.175,1.74,0.2,0.95
"ENSG00000125454","SLC25A19",0.1,0.4,0.3,1.43333333333333,0.4
"ENSG00000120329","SLC25A2",0.6,0.175,0.14,0.233333333333333,0.1
"ENSG00000178537","SLC25A20",1.2,8.35833333333333,1.78,1,0.25
"ENSG00000183032","SLC25A21",0.1,0.1,0.1,0.1,0.2
"ENSG00000177542","SLC25A22",0.2,0.225,0.1,0.1,0.1
"ENSG00000125648","SLC25A23",3.8,11.375,3.98,0.566666666666667,4.75
"ENSG00000085491","SLC25A24",0.3,0.558333333333333,0.66,1.76666666666667,1
"ENSG00000148339","SLC25A25",0.8,1.65,0.46,3.63333333333333,1.75
"ENSG00000144741","SLC25A26",3,0.1,1.9,0.933333333333333,0.6
"ENSG00000153291","SLC25A27",6.9,2.49166666666667,4.74,0.566666666666667,0.55
"ENSG00000155287","SLC25A28",6,5.40833333333333,5.54,3.16666666666667,5.2
"ENSG00000197119","SLC25A29",0.2,0.991666666666667,0.12,0.333333333333333,0.35
"ENSG00000075415","SLC25A3",71.7,52.3,43.16,83.2333333333333,22.75
"ENSG00000174032","SLC25A30",2.2,2.45833333333333,0.56,2.03333333333333,2.5
"ENSG00000151475","SLC25A31",0.1,0.1,0.14,0.1,0.1
"ENSG00000164933","SLC25A32",4.8,1.20833333333333,2.28,4.4,1.9
"ENSG00000171612","SLC25A33",2.6,16.3916666666667,2.94,3.36666666666667,1.55
"ENSG00000162461","SLC25A34",0.2,0.183333333333333,0.1,0.1,0.1
"ENSG00000125434","SLC25A35",0.1,0.383333333333333,0.14,0.166666666666667,0.15
"ENSG00000114120","SLC25A36",8.9,4.48333333333333,4.2,3.06666666666667,1.7
"ENSG00000147454","SLC25A37",0.1,1.025,0.74,5.63333333333333,0.85
"ENSG00000144659","SLC25A38",4.2,3.44166666666667,1.98,1.43333333333333,0.75
"ENSG00000013306","SLC25A39",0.2,2.35,0.68,1.26666666666667,3.3
"ENSG00000151729","SLC25A4",20.8,6.66666666666667,6.02,1,1.85
"ENSG00000075303","SLC25A40",6.7,3.175,2.28,1.13333333333333,1.25
"ENSG00000181240","SLC25A41",0.1,0.1,0.1,0.1,0.1
"ENSG00000181035","SLC25A42",0.1,0.275,0.14,0.1,0.2
"ENSG00000077713","SLC25A43",0.4,2.025,0.32,0.4,0.65
"ENSG00000160785","SLC25A44",17.6,12.475,9.5,7.06666666666667,7.3
"ENSG00000162241","SLC25A45",0.1,0.125,0.16,0.433333333333333,0.1
"ENSG00000164209","SLC25A46",7.7,3.18333333333333,2.9,2.03333333333333,2.1
"ENSG00000140107","SLC25A47",0.1,0.1,0.1,0.1,0.1
"ENSG00000145832","SLC25A48",0.1,1.90833333333333,0.12,0.1,0.1
"ENSG00000005022","SLC25A5",62.5,84.1333333333333,32.88,44.3,16.25
"ENSG00000224281","SLC25A5-AS1",0.1,0.1,0.1,0.1,0.1
"ENSG00000169100","SLC25A6",1.5,2.825,1.44,3.13333333333333,5.25
"ENSG00000145217","SLC26A1",0.1,0.208333333333333,0.1,0.1,0.1
"ENSG00000135502","SLC26A10",0.1,0.133333333333333,0.1,0.1,0.1
"ENSG00000181045","SLC26A11",1.2,0.916666666666667,0.4,0.233333333333333,0.35
"ENSG00000155850","SLC26A2",0.7,0.308333333333333,0.66,2.13333333333333,0.6
"ENSG00000091138","SLC26A3",0.1,0.1,0.1,0.1,0.1
"ENSG00000091137","SLC26A4",1.4,0.1,0.1,0.1,0.2
"ENSG00000170615","SLC26A5",0.1,0.116666666666667,0.1,0.1,0.15
"ENSG00000225697","SLC26A6",0.1,0.233333333333333,0.14,0.133333333333333,0.15
"ENSG00000147606","SLC26A7",0.1,0.141666666666667,0.1,0.133333333333333,0.1
"ENSG00000112053","SLC26A8",1.7,0.108333333333333,0.1,0.1,0.1
